Chain,RecordTime,Frequency
Chain4,2611,8.90486
Chain1,2645,12.4311
Chain2,2699,12.3169
Chain4,2706,9.07203
Chain3,2708,6.9438
Chain1,2716,13.4943
Chain1,2787,14.734
Chain2,2843,9.89511
Chain4,2868,7.9606
Chain3,2871,6.31449
Chain1,2879,12.8334
Chain2,2910,9.80629
Chain4,2948,8.87883
Chain1,2951,12.7802
Chain2,2995,10.1467
Chain3,3001,7.0418
Chain1,3009,13.4882
Chain4,3079,8.03391
Chain2,3082,12.5767
Chain1,3100,13.5847
Chain3,3174,6.43824
Chain2,3182,11.0004
Chain4,3189,9.34591
Chain1,3192,12.4592
Chain1,3331,9.32435
Chain2,3375,7.89053
Chain4,3382,6.92636
Chain3,3417,5.49515
Chain2,3446,8.24738
Chain4,3464,7.80456
Chain1,3466,8.18694
Chain2,3541,8.37366
Chain4,3547,8.3744
Chain3,3550,5.46654
Chain1,3558,8.19149
Chain2,3597,13.5187
Chain1,3615,10.5817
Chain4,3689,9.75093
Chain3,3692,5.79646
Chain1,3700,12.8361
Chain2,3741,10.1539
Chain1,3787,13.089
Chain2,3833,10.2487
Chain4,3840,7.96469
Chain3,3875,6.54137
Chain1,3883,11.1571
Chain2,3900,9.90046
Chain4,3918,8.1043
Chain1,3920,13.6114
Chain3,3995,6.7456
Chain1,4003,13.9187
Chain2,4044,9.9016
Chain4,4051,8.29653
Chain1,4083,15.0557
Chain2,4119,10.5247
Chain4,4146,9.80857
Chain3,4149,6.56729
Chain1,4157,12.6899
Chain2,4195,10.1503
Chain1,4213,14.2656
Chain4,4288,8.10544
Chain3,4290,7.22951
Chain2,4299,11.791
Chain1,4305,13.4835
Chain4,4386,8.94784
Chain1,4389,12.9278
Chain2,4435,9.48141
Chain3,4470,6.31385
Chain1,4478,11.3272
Chain2,4499,9.89451
Chain4,4505,8.35051
Chain1,4540,12.7816
Chain2,4594,10.1594
Chain3,4601,6.64004
Chain4,4629,8.7825
Chain1,4632,12.333
Chain2,4671,12.7272
Chain1,4688,14.2569
Chain4,4763,7.95935
Chain3,4766,6.31243
Chain2,4774,10.8992
Chain1,4780,12.4721
Chain1,4894,11.4387
Chain4,4963,6.55651
Chain2,4987,7.63313
Chain1,5012,9.28512
Chain2,5049,7.9381
Chain4,5066,6.86439
Chain3,5069,5.00806
Chain1,5077,10.1156
Chain2,5156,7.84566
Chain4,5163,7.50229
Chain3,5166,5.3093
Chain1,5174,10.7422
Chain1,5229,13.777
Chain2,5275,10.3958
Chain4,5282,9.39589
Chain3,5317,5.43731
Chain1,5325,12.0783
Chain2,5362,9.55709
Chain4,5380,9.55672
Chain1,5383,14.326
Chain2,5458,9.95393
Chain3,5464,7.5914
Chain1,5472,12.3488
Chain4,5511,8.62281
Chain2,5534,11.5888
Chain1,5552,13.2352
Chain2,5631,11.1776
Chain4,5638,8.44043
Chain3,5640,6.31999
Chain1,5648,11.309
Chain1,5704,12.9452
Chain2,5750,10.2534
Chain4,5757,7.96702
Chain3,5778,6.51821
Chain1,5786,12.8432
Chain2,5837,9.90345
Chain4,5876,8.22456
Chain1,5878,13.0439
Chain2,5912,10.6867
Chain1,5918,13.9999
Chain4,5959,9.31877
Chain3,5962,6.02479
Chain1,5999,14.0359
Chain2,6056,9.8124
Chain4,6081,9.26356
Chain3,6083,6.77009
Chain1,6091,14.0751
Chain2,6133,10.1567
Chain1,6179,11.5146
Chain2,6204,10.2507
Chain4,6211,8.94502
Chain3,6234,6.5682
Chain1,6242,12.3454
Chain2,6291,12.7401
Chain4,6309,8.57926
Chain1,6312,13.607
Chain3,6376,7.24809
Chain1,6384,14.6141
Chain2,6411,10.7863
Chain4,6501,7.14017
Chain1,6564,9.33396
Chain2,6591,7.75464
Chain4,6616,7.40964
Chain2,6650,8.37328
Chain3,6667,5.1364
Chain1,6675,8.25092
Chain4,6719,7.32196
Chain2,6757,8.66584
Chain3,6764,5.66911
Chain1,6772,7.74154
Chain4,6817,9.48696
Chain1,6820,11.7225
Chain2,6866,10.9178
Chain3,6901,5.715
Chain1,6909,12.8438
Chain2,6950,9.97861
Chain4,6957,8.7935
Chain1,6989,13.8058
Chain2,7045,10.3999
Chain4,7074,8.43838
Chain3,7077,7.32308
Chain1,7085,11.3059
Chain2,7132,11.2537
Chain1,7150,12.4359
Chain4,7194,7.96454
Chain2,7197,12.182
Chain3,7203,6.82399
Chain1,7211,13.4936
Chain4,7292,8.9506
Chain1,7295,14.3037
Chain2,7341,10.1486
Chain3,7376,6.31434
Chain1,7384,12.8279
Chain2,7405,11.0206
Chain4,7411,8.90294
Chain1,7446,12.7784
Chain2,7500,9.8907
Chain4,7507,9.58997
Chain3,7509,6.94207
Chain1,7517,13.4886
Chain1,7588,14.7276
Chain2,7644,9.8889
Chain4,7669,7.95694
Chain3,7672,6.40162
Chain1,7680,12.8282
Chain2,7711,9.80361
Chain4,7749,8.8772
Chain1,7752,12.7787
Chain2,7796,10.1454
Chain3,7802,7.04018
Chain1,7810,13.4877
Chain4,7880,8.03526
Chain2,7883,12.5869
Chain1,7901,13.5966
Chain3,7975,6.44026
Chain2,7983,11.0097
Chain4,7990,9.35422
Chain1,7993,12.471
Chain1,8132,9.32813
Chain2,8176,7.89341
Chain4,8182,6.92862
Chain3,8218,5.49708
Chain2,8246,8.24775
Chain4,8264,7.8056
Chain1,8267,8.18705
Chain2,8344,8.31637
Chain4,8351,8.3166
Chain3,8353,5.44418
Chain1,8361,8.13577
Chain1,8397,11.2942
Chain2,8447,11.0432
Chain4,8490,9.75192
Chain1,8493,13.292
Chain2,8534,10.4372
Chain3,8541,5.30516
Chain1,8588,13.2292
Chain2,8634,10.334
Chain4,8641,7.96477
Chain3,8676,6.54145
Chain1,8684,10.4624
Chain2,8701,11.8453
Chain4,8718,8.15739
Chain1,8721,13.1336
Chain3,8796,6.7826
Chain1,8804,13.9198
Chain2,8845,9.64747
Chain4,8852,8.29674
Chain1,8884,15.0553
Chain2,8919,10.5257
Chain4,8947,9.80997
Chain3,8949,7.33733
Chain1,8957,12.6923
Chain2,8996,10.1539
Chain1,9014,14.2723
Chain4,9088,8.10716
Chain3,9091,7.23083
Chain2,9099,11.7925
Chain1,9106,13.4866
Chain4,9187,8.94874
Chain1,9189,12.929
Chain2,9236,9.48255
Chain3,9271,6.31412
Chain1,9279,11.3237
Chain2,9299,9.89216
Chain4,9306,8.3508
Chain1,9341,12.7833
Chain2,9394,10.1611
Chain3,9401,6.64096
Chain4,9430,8.78289
Chain1,9433,12.334
Chain2,9471,12.7264
Chain1,9489,14.2577
Chain4,9564,7.95907
Chain3,9566,6.31207
Chain2,9574,10.9
Chain1,9581,12.4701
Chain1,9694,11.4672
Chain4,9763,6.56599
Chain2,9787,7.64447
Chain1,9812,9.30294
Chain2,9849,7.95066
Chain4,9866,6.87306
Chain3,9869,5.01307
Chain1,9877,10.136
Chain2,9956,7.86507
Chain4,9963,7.52023
Chain3,9965,5.31768
Chain1,9973,10.7521
Chain1,10029,13.7973
Chain2,10075,10.4063
Chain4,10082,9.40336
Chain3,10117,5.44641
Chain1,10125,12.0944
Chain2,10162,9.56705
Chain4,10180,9.5673
Chain1,10183,14.326
Chain2,10257,9.95555
Chain3,10264,7.59906
Chain1,10272,12.3513
Chain4,10311,8.62375
Chain2,10334,11.5918
Chain1,10352,13.2396
Chain2,10431,11.1792
Chain4,10437,8.44155
Chain3,10440,6.32037
Chain1,10448,11.3095
Chain1,10504,12.9418
Chain2,10550,10.2512
Chain4,10557,7.96676
Chain3,10577,6.51892
Chain1,10585,12.8419
Chain2,10637,9.9047
Chain4,10675,8.2253
Chain1,10678,13.0478
Chain2,10711,10.6888
Chain1,10718,14.0063
Chain4,10759,9.31971
Chain3,10762,6.02497
Chain1,10799,14.0393
Chain2,10856,9.81518
Chain4,10880,9.26593
Chain3,10883,6.77068
Chain1,10891,14.0751
Chain2,10932,10.1566
Chain1,10979,11.5144
Chain2,11004,10.2507
Chain4,11011,8.9448
Chain3,11034,6.56891
Chain1,11042,12.3451
Chain2,11091,12.7389
Chain4,11109,8.57822
Chain1,11112,13.603
Chain3,11176,7.2465
Chain1,11184,14.6067
Chain2,11211,10.7813
Chain4,11301,7.13916
Chain1,11364,9.3315
Chain2,11391,7.75154
Chain4,11416,7.40685
Chain2,11449,8.37032
Chain3,11467,5.1352
Chain1,11475,8.24935
Chain4,11519,7.32029
Chain2,11557,8.66414
Chain3,11563,5.66718
Chain1,11571,7.73981
Chain4,11617,9.48339
Chain1,11620,11.7179
Chain2,11666,10.9163
Chain3,11701,5.71431
Chain1,11709,12.8422
Chain2,11750,9.97961
Chain4,11757,8.79428
Chain1,11789,13.8111
Chain2,11845,10.4044
Chain4,11874,8.44086
Chain3,11877,7.32467
Chain1,11885,11.3112
Chain2,11932,11.2594
Chain1,11950,12.4414
Chain4,11993,7.96803
Chain2,11996,12.1881
Chain3,12003,6.82671
Chain1,12011,13.4996
Chain4,12092,8.95315
Chain1,12095,14.3064
Chain2,12141,10.1503
Chain3,12176,6.31634
Chain1,12184,12.8291
Chain2,12204,11.0225
Chain4,12211,8.90391
Chain1,12246,12.7761
Chain2,12300,9.88761
Chain4,12306,9.58736
Chain3,12309,6.94125
Chain1,12317,13.4829
Chain1,12388,14.7229
Chain2,12444,9.88825
Chain4,12469,7.95672
Chain3,12472,6.40108
Chain1,12480,12.8285
Chain2,12510,9.8026
Chain4,12549,8.877
Chain1,12552,12.7841
Chain2,12595,10.148
Chain3,12602,7.03999
Chain1,12610,13.4918
Chain4,12680,8.0351
Chain2,12683,12.5822
Chain1,12700,13.591
Chain3,12775,6.44014
Chain2,12783,11.0068
Chain4,12790,9.35195
Chain1,12792,12.4658
Chain1,12932,9.32789
Chain2,12975,7.89356
Chain4,12982,6.92866
Chain3,13017,5.49725
Chain2,13046,8.24982
Chain4,13064,7.80753
Chain1,13067,8.18964
Chain2,13141,8.37495
Chain4,13148,8.37511
Chain3,13151,5.46834
Chain1,13159,8.19228
Chain2,13197,13.5203
Chain1,13215,10.5843
Chain4,13290,9.75459
Chain3,13292,5.79845
Chain1,13300,12.8419
Chain2,13341,10.1583
Chain1,13388,13.0943
Chain2,13434,10.2523
Chain4,13441,7.96724
Chain3,13476,6.54331
Chain1,13484,11.1611
Chain2,13500,9.90323
Chain4,13518,8.10633
Chain1,13521,13.6113
Chain3,13595,6.74634
Chain1,13603,13.9156
Chain2,13645,9.89987
Chain4,13651,8.29523
Chain1,13683,15.0507
Chain2,13719,10.5234
Chain4,13746,9.80771
Chain3,13749,6.56707
Chain1,13757,12.6896
Chain2,13796,10.15
Chain1,13814,14.2683
Chain4,13888,8.10546
Chain3,13891,7.22931
Chain2,13899,11.7935
Chain1,13906,13.4869
Chain4,13986,8.95041
Chain1,13989,12.9304
Chain2,14035,9.48277
Chain3,14070,6.31446
Chain1,14078,11.3275
Chain2,14099,9.89496
Chain4,14106,8.3518
Chain1,14140,12.7854
Chain2,14194,10.1622
Chain3,14201,6.64149
Chain4,14230,8.78482
Chain1,14232,12.3356
Chain2,14271,12.7307
Chain1,14289,14.2624
Chain4,14363,7.96024
Chain3,14366,6.31351
Chain2,14374,10.9026
Chain1,14381,12.4726
Chain1,14494,11.45
Chain4,14563,6.56075
Chain2,14587,7.63726
Chain1,14612,9.2911
Chain2,14649,7.94144
Chain4,14666,6.86679
Chain3,14669,5.01002
Chain1,14677,10.121
Chain2,14756,7.85608
Chain4,14763,7.51214
Chain3,14765,5.31417
Chain1,14773,10.752
Chain1,14829,13.7962
Chain2,14875,10.4069
Chain4,14882,9.40383
Chain3,14917,5.44226
Chain1,14925,12.0945
Chain2,14962,9.56706
Chain4,14980,9.56712
Chain1,14983,14.3237
Chain2,15057,9.95321
Chain3,15064,7.59775
Chain1,15072,12.3474
Chain4,15111,8.62291
Chain2,15134,11.5888
Chain1,15152,13.236
Chain2,15231,11.1784
Chain4,15237,8.44014
Chain3,15240,6.31989
Chain1,15248,11.3101
Chain1,15304,12.9467
Chain2,15350,10.2551
Chain4,15357,7.96764
Chain3,15377,6.5193
Chain1,15385,12.8475
Chain2,15437,9.90625
Chain4,15475,8.22666
Chain1,15478,13.0499
Chain2,15511,10.6898
Chain1,15518,14.0051
Chain4,15559,9.32117
Chain3,15562,6.02609
Chain1,15599,14.0377
Chain2,15656,9.81496
Chain4,15680,9.26569
Chain3,15683,6.77145
Chain1,15691,14.0747
Chain2,15732,10.1564
Chain1,15778,11.5146
Chain2,15804,10.2509
Chain4,15811,8.94427
Chain3,15834,6.56801
Chain1,15842,12.3426
Chain2,15891,12.7364
Chain4,15909,8.57789
Chain1,15912,13.6021
Chain3,15976,7.24706
Chain1,15984,14.6101
Chain2,16010,10.7847
Chain4,16101,7.13942
Chain1,16164,9.33513
Chain2,16191,7.75544
Chain4,16215,7.40999
Chain2,16249,8.37434
Chain3,16267,5.1364
Chain1,16275,8.25267
Chain4,16319,7.32309
Chain2,16346,8.93318
Chain3,16353,5.78237
Chain1,16361,7.95435
Chain1,16417,11.846
Chain2,16463,11.0221
Chain4,16470,8.12868
Chain3,16501,5.71523
Chain1,16509,12.8415
Chain2,16550,9.97835
Chain4,16557,8.79283
Chain1,16589,13.1804
Chain2,16645,10.0393
Chain4,16674,8.43785
Chain3,16677,7.32243
Chain1,16685,11.1917
Chain2,16732,11.1431
Chain1,16750,12.4367
Chain4,16793,9.26495
Chain2,16796,12.1822
Chain3,16803,6.66707
Chain1,16811,13.4927
Chain4,16892,8.95187
Chain1,16895,14.3078
Chain2,16941,10.1498
Chain3,16976,6.31489
Chain1,16984,12.8288
Chain2,17004,11.0228
Chain4,17011,8.90462
Chain1,17046,12.7812
Chain2,17100,9.89158
Chain4,17106,9.59068
Chain3,17109,6.94275
Chain1,17117,13.4869
Chain1,17187,14.7301
Chain2,17244,9.89349
Chain4,17269,7.95893
Chain3,17271,6.40326
Chain1,17279,12.8315
Chain2,17310,9.8047
Chain4,17349,8.87832
Chain1,17352,12.7839
Chain2,17395,10.1477
Chain3,17402,7.04153
Chain1,17410,13.489
Chain4,17480,8.03439
Chain2,17482,12.5774
Chain1,17500,13.587
Chain3,17575,6.43954
Chain2,17583,11.0046
Chain4,17590,9.34898
Chain1,17592,12.4637
Chain1,17731,9.32808
Chain2,17775,7.89336
Chain4,17782,6.9285
Chain3,17817,5.49681
Chain2,17846,8.25053
Chain4,17864,7.80805
Chain1,17867,8.19042
Chain2,17941,8.37714
Chain4,17948,8.37741
Chain3,17950,5.46887
Chain1,17958,8.19451
Chain2,17997,13.5263
Chain1,18015,10.5882
Chain4,18089,9.75714
Chain3,18092,5.79953
Chain1,18100,12.8455
Chain2,18141,10.1605
Chain1,18188,13.0943
Chain2,18234,10.2511
Chain4,18240,7.96757
Chain3,18276,6.54356
Chain1,18284,11.1581
Chain2,18300,9.90188
Chain4,18318,8.10636
Chain1,18320,13.6107
Chain3,18395,6.74737
Chain1,18403,13.92
Chain2,18444,9.90229
Chain4,18451,8.29699
Chain1,18483,15.057
Chain2,18519,10.5266
Chain4,18546,9.81059
Chain3,18549,6.56773
Chain1,18557,12.6924
Chain2,18595,10.1522
Chain1,18613,14.2675
Chain4,18688,8.10742
Chain3,18691,7.23164
Chain2,18699,11.7942
Chain1,18705,13.4897
Chain4,18786,8.95051
Chain1,18789,12.9328
Chain2,18835,9.48482
Chain3,18870,6.31515
Chain1,18878,11.3301
Chain2,18899,9.89735
Chain4,18905,8.35356
Chain1,18940,12.788
Chain2,18994,10.1653
Chain3,19000,6.64347
Chain4,19029,8.78734
Chain1,19032,12.3403
Chain2,19071,12.7351
Chain1,19088,14.268
Chain4,19163,7.96306
Chain3,19166,6.31527
Chain2,19174,10.9062
Chain1,19180,12.4763
Chain1,19294,11.4342
Chain4,19363,6.55675
Chain2,19387,7.6313
Chain1,19412,9.28165
Chain2,19449,7.93542
Chain4,19466,6.86249
Chain3,19469,5.0083
Chain1,19477,10.1108
Chain2,19556,7.8503
Chain4,19563,7.50672
Chain3,19565,5.31185
Chain1,19573,10.7565
Chain1,19629,13.8007
Chain2,19675,10.4087
Chain4,19682,9.40621
Chain3,19717,5.4396
Chain1,19725,12.097
Chain2,19762,9.56938
Chain4,19780,9.56938
Chain1,19783,14.3276
Chain2,19857,9.95624
Chain3,19864,7.59988
Chain1,19872,12.3515
Chain4,19910,8.62494
Chain2,19934,11.5933
Chain1,19952,13.2409
Chain2,20030,11.1821
Chain4,20037,8.44363
Chain3,20040,6.32167
Chain1,20048,11.3134
Chain1,20104,12.9494
Chain2,20150,10.2565
Chain4,20156,7.96943
Chain3,20177,6.52081
Chain1,20185,12.848
Chain2,20237,9.9067
Chain4,20275,8.22681
Chain1,20278,13.0471
Chain2,20311,10.6889
Chain1,20318,14.0039
Chain4,20359,9.32016
Chain3,20362,6.02629
Chain1,20399,14.036
Chain2,20455,9.81319
Chain4,20480,9.2644
Chain3,20483,6.77073
Chain1,20491,14.0749
Chain2,20532,10.1563
Chain1,20578,11.5135
Chain2,20604,10.2497
Chain4,20610,8.94412
Chain3,20634,6.56779
Chain1,20642,12.3436
Chain2,20691,12.7398
Chain4,20709,8.57864
Chain1,20711,13.605
Chain3,20776,7.24771
Chain1,20784,14.6138
Chain2,20810,10.7862
Chain4,20900,7.14158
Chain1,20963,9.33897
Chain2,20990,7.7585
Chain4,21015,7.41322
Chain2,21049,8.37781
Chain3,21067,5.13807
Chain1,21075,8.25584
Chain4,21118,7.32577
Chain2,21144,8.98452
Chain3,21151,5.80417
Chain1,21159,7.99543
Chain1,21205,12.394
Chain2,21245,11.8008
Chain4,21262,8.28266
Chain1,21300,13.3025
Chain2,21341,10.255
Chain4,21348,9.00763
Chain3,21351,5.21492
Chain1,21388,13.085
Chain2,21444,9.98699
Chain4,21474,8.44268
Chain3,21476,7.3264
Chain1,21484,10.7531
Chain2,21511,11.2693
Chain1,21529,13.136
Chain4,21575,9.60562
Chain3,21596,6.7452
Chain1,21604,13.9217
Chain2,21655,9.56579
Chain4,21691,8.75043
Chain1,21694,14.3206
Chain2,21740,10.1586
Chain3,21775,7.07449
Chain1,21783,11.7985
Chain2,21803,10.2536
Chain4,21810,8.91274
Chain1,21845,12.4398
Chain2,21899,12.3226
Chain4,21905,9.07732
Chain3,21908,6.94875
Chain1,21916,13.4986
Chain1,21986,14.7393
Chain2,22043,9.899
Chain4,22068,7.96446
Chain3,22070,6.31828
Chain1,22078,12.8398
Chain2,22109,9.81147
Chain4,22148,8.88423
Chain1,22150,12.7909
Chain2,22194,10.1529
Chain3,22201,7.04533
Chain1,22209,13.4965
Chain4,22279,8.03578
Chain2,22281,12.5783
Chain1,22299,13.5848
Chain3,22374,6.44028
Chain2,22382,11.0018
Chain4,22389,9.34875
Chain1,22391,12.4593
Chain1,22530,9.32341
Chain2,22574,7.88946
Chain4,22581,6.92553
Chain3,22616,5.4951
Chain2,22645,8.2469
Chain4,22663,7.80447
Chain1,22666,8.1863
Chain2,22740,8.37082
Chain4,22747,8.37109
Chain3,22750,5.46527
Chain1,22758,8.18832
Chain2,22796,13.5107
Chain1,22814,10.5759
Chain4,22889,9.74796
Chain3,22891,5.79529
Chain1,22899,12.8341
Chain2,22941,10.1532
Chain1,22987,13.0889
Chain2,23033,10.2473
Chain4,23040,7.96317
Chain3,23075,6.53981
Chain1,23083,11.1575
Chain2,23099,9.9003
Chain4,23117,8.10352
Chain1,23120,13.6096
Chain3,23194,6.74572
Chain1,23202,13.9193
Chain2,23244,9.90254
Chain4,23250,8.29768
Chain1,23282,15.0631
Chain2,23318,10.5289
Chain4,23345,9.81266
Chain3,23348,6.5687
Chain1,23356,12.6968
Chain2,23395,10.1561
Chain1,23413,14.2729
Chain4,23487,8.10882
Chain3,23490,7.23271
Chain2,23498,11.7954
Chain1,23505,13.4878
Chain1,23574,13.747
Chain2,23591,10.9998
Chain4,23608,8.37475
Chain3,23659,6.45356
Chain1,23667,11.7793
Chain2,23698,9.88923
Chain4,23737,7.66724
Chain1,23739,12.778
Chain2,23793,10.1582
Chain3,23800,6.63992
Chain4,23829,8.78139
Chain1,23831,11.6688
Chain2,23870,10.7363
Chain1,23888,13.5944
Chain4,23962,8.47553
Chain3,23965,6.31145
Chain2,23973,10.9031
Chain1,23980,12.472
Chain1,24094,11.4134
Chain4,24163,7.03925
Chain2,24187,7.6203
Chain1,24212,9.26711
Chain2,24249,7.92423
Chain4,24266,6.85348
Chain3,24269,4.91842
Chain1,24277,10.0929
Chain2,24356,7.83932
Chain4,24363,7.49653
Chain3,24365,5.306
Chain1,24373,10.7508
Chain1,24429,13.7948
Chain2,24475,10.4039
Chain4,24482,9.402
Chain3,24517,5.43336
Chain1,24525,12.0914
Chain2,24562,9.56555
Chain4,24580,9.56552
Chain1,24583,14.3229
Chain2,24657,9.94886
Chain3,24664,7.59541
Chain1,24672,12.3438
Chain4,24711,8.61905
Chain2,24734,11.5858
Chain1,24752,13.2317
Chain2,24831,11.1748
Chain4,24837,8.43892
Chain3,24840,6.31819
Chain1,24848,11.3058
Chain1,24904,12.9458
Chain2,24950,10.2547
Chain4,24957,7.96611
Chain3,24978,6.51822
Chain1,24986,12.8467
Chain2,25037,9.90591
Chain4,25075,8.22588
Chain1,25078,13.0468
Chain2,25111,10.6884
Chain1,25118,14.0028
Chain4,25159,9.3204
Chain3,25162,6.02554
Chain1,25199,14.0371
Chain2,25256,9.81192
Chain4,25281,9.26313
Chain3,25283,6.77032
Chain1,25291,14.0733
Chain2,25332,10.1541
Chain1,25379,11.5107
Chain2,25404,10.2473
Chain4,25411,8.94198
Chain3,25434,6.56648
Chain1,25442,12.3382
Chain2,25491,12.7365
Chain4,25509,8.57659
Chain1,25512,13.6021
Chain3,25576,7.24622
Chain1,25584,14.6138
Chain2,25611,10.7849
Chain4,25701,7.13961
Chain1,25764,9.33533
Chain2,25791,7.75527
Chain4,25816,7.41012
Chain2,25850,8.37364
Chain3,25867,5.13579
Chain1,25875,8.25115
Chain4,25919,7.32176
Chain2,25957,8.66537
Chain3,25964,5.66926
Chain1,25972,7.74143
Chain4,26017,9.48632
Chain1,26020,11.7215
Chain2,26066,10.9173
Chain3,26101,5.71539
Chain1,26109,12.846
Chain2,26150,9.97991
Chain4,26157,8.79423
Chain1,26189,13.81
Chain2,26245,10.4041
Chain4,26274,8.44152
Chain3,26277,7.32524
Chain1,26285,11.3104
Chain2,26332,11.2575
Chain1,26350,12.4386
Chain4,26394,7.96685
Chain2,26396,12.1862
Chain3,26403,6.8261
Chain1,26411,13.4979
Chain4,26492,8.95347
Chain1,26495,14.3063
Chain2,26541,10.1504
Chain3,26576,6.31637
Chain1,26584,12.8329
Chain2,26604,11.0256
Chain4,26611,8.90574
Chain1,26646,12.7846
Chain2,26700,9.89508
Chain4,26706,9.59448
Chain3,26709,6.9445
Chain1,26717,13.4955
Chain1,26787,14.7394
Chain2,26844,9.89421
Chain4,26869,7.9605
Chain3,26871,6.40432
Chain1,26879,12.8329
Chain2,26910,9.80705
Chain4,26949,8.88072
Chain1,26952,12.7836
Chain2,26995,10.1493
Chain3,27002,7.04345
Chain1,27010,13.4897
Chain4,27080,8.03668
Chain2,27082,12.5874
Chain1,27100,13.5966
Chain3,27175,6.44153
Chain2,27183,11.011
Chain4,27189,9.35537
Chain1,27192,12.4711
Chain1,27331,9.32749
Chain2,27375,7.89307
Chain4,27382,6.92879
Chain3,27417,5.49728
Chain2,27446,8.2479
Chain4,27464,7.80576
Chain1,27467,8.18716
Chain2,27541,8.37192
Chain4,27548,8.37215
Chain3,27551,5.46771
Chain1,27558,8.18947
Chain2,27597,13.5202
Chain1,27615,10.5838
Chain4,27689,9.75463
Chain3,27692,5.79742
Chain1,27700,12.8431
Chain2,27741,10.1577
Chain1,27788,13.0928
Chain2,27834,10.2511
Chain4,27840,7.96623
Chain3,27876,6.54234
Chain1,27884,11.1581
Chain2,27900,9.90187
Chain4,27918,8.10623
Chain1,27921,13.6092
Chain3,27995,6.74716
Chain1,28003,13.9209
Chain2,28044,9.90249
Chain4,28051,8.29644
Chain1,28083,15.0597
Chain2,28119,10.5282
Chain4,28146,9.8119
Chain3,28149,6.5679
Chain1,28157,12.6946
Chain2,28196,10.1537
Chain1,28213,14.2716
Chain4,28288,8.10863
Chain3,28291,7.23246
Chain2,28299,11.7967
Chain1,28305,13.4906
Chain4,28386,8.95283
Chain1,28389,12.9356
Chain2,28435,9.48651
Chain3,28470,6.31667
Chain1,28478,11.3324
Chain2,28499,9.89938
Chain4,28505,8.35513
Chain1,28540,12.7923
Chain2,28594,10.1678
Chain3,28600,6.64468
Chain4,28629,8.78901
Chain1,28632,12.3417
Chain2,28671,12.7341
Chain1,28688,14.2652
Chain4,28763,7.96254
Chain3,28766,6.31544
Chain2,28774,10.9048
Chain1,28780,12.4735
Chain1,28894,11.4327
Chain4,28963,6.55638
Chain2,28987,7.63083
Chain1,29012,9.28257
Chain2,29049,7.93554
Chain4,29066,6.86205
Chain3,29069,5.00818
Chain1,29077,10.111
Chain2,29156,7.85051
Chain4,29163,7.50715
Chain3,29165,5.31149
Chain1,29173,10.7566
Chain1,29229,13.8
Chain2,29275,10.4082
Chain4,29282,9.40624
Chain3,29317,5.43987
Chain1,29325,12.0974
Chain2,29362,9.56939
Chain4,29380,9.56957
Chain1,29383,14.3287
Chain2,29457,9.95714
Chain3,29464,7.60039
Chain1,29472,12.3531
Chain4,29510,8.62565
Chain2,29534,11.5947
Chain1,29552,13.2412
Chain2,29630,11.1819
Chain4,29637,8.44366
