Chain,RecordTime,Frequency
Chain3,29640,6.32173
Chain1,29648,11.3128
Chain1,29704,12.947
Chain2,29750,10.2549
Chain4,29756,7.96896
Chain3,29777,6.52074
Chain1,29785,12.8476
Chain2,29837,9.90665
Chain4,29875,8.22712
Chain1,29878,13.0496
Chain2,29911,10.691
Chain1,29918,14.0083
Chain4,29959,9.3227
Chain3,29962,6.02701
Chain1,29999,14.0419
Chain2,30055,9.81811
Chain4,30080,9.26854
Chain3,30083,6.7727
Chain1,30091,14.0806
Chain2,30132,10.1601
Chain1,30178,11.5182
Chain2,30204,10.2541
Chain4,30210,8.94769
Chain3,30234,6.57048
Chain1,30242,12.3486
Chain2,30291,12.7426
Chain4,30308,8.58133
Chain1,30311,13.6091
Chain3,30375,7.2493
Chain1,30383,14.6149
Chain2,30410,10.7874
Chain4,30500,7.14209
Chain1,30563,9.33848
Chain2,30590,7.75876
Chain4,30615,7.4135
Chain2,30649,8.37801
Chain3,30667,5.13872
Chain1,30675,8.25616
Chain4,30718,7.32639
Chain2,30744,8.98699
Chain3,30751,5.805
Chain1,30759,7.99736
Chain1,30805,12.3976
Chain2,30844,11.8033
Chain4,30862,8.28468
Chain1,30900,13.3049
Chain2,30941,10.2563
Chain4,30948,9.00875
Chain3,30951,5.21541
Chain1,30988,13.0831
Chain2,31044,9.98618
Chain4,31073,8.44327
Chain3,31076,7.32734
Chain1,31084,10.7536
Chain2,31111,11.2701
Chain1,31128,13.1367
Chain4,31175,9.60539
Chain3,31195,6.74487
Chain1,31203,13.9221
Chain2,31255,9.56583
Chain4,31291,8.7503
Chain1,31293,14.3185
Chain2,31340,10.1562
Chain3,31375,7.0727
Chain1,31383,11.7919
Chain2,31403,10.2488
Chain4,31410,8.90892
Chain1,31445,12.4328
Chain2,31498,12.3144
Chain4,31505,9.07282
Chain3,31508,6.94583
Chain1,31516,13.4895
Chain1,31586,14.7344
Chain2,31643,9.89564
Chain4,31668,7.9609
Chain3,31670,6.31581
Chain1,31678,12.8372
Chain2,31709,9.80911
Chain4,31748,8.88269
Chain1,31750,12.7896
Chain2,31794,10.1532
Chain3,31801,7.04465
Chain1,31809,13.4983
Chain4,31878,8.0395
Chain2,31881,12.588
Chain1,31899,13.5964
Chain3,31973,6.44301
Chain2,31982,11.0108
Chain4,31988,9.3551
Chain1,31991,12.4709
Chain1,32130,9.33062
Chain2,32174,7.89541
Chain4,32181,6.93057
Chain3,32216,5.49863
Chain2,32245,8.25112
Chain4,32263,7.80745
Chain1,32265,8.18929
Chain2,32340,8.37226
Chain4,32347,8.37166
Chain3,32349,5.4674
Chain1,32357,8.18826
Chain2,32396,13.505
Chain1,32414,10.574
Chain4,32488,9.74539
Chain3,32491,5.79545
Chain1,32499,12.8292
Chain2,32540,10.1475
Chain1,32587,13.0882
Chain2,32633,10.2457
Chain4,32639,7.961
Chain3,32675,6.5384
Chain1,32683,11.1583
Chain2,32699,9.9012
Chain4,32717,8.10308
Chain1,32720,13.6089
Chain3,32794,6.74534
Chain1,32802,13.9202
Chain2,32843,9.90285
Chain4,32850,8.29749
Chain1,32882,15.062
Chain2,32918,10.5297
Chain4,32945,9.81342
Chain3,32948,6.56912
Chain1,32956,12.6989
Chain2,32994,10.1567
Chain1,33012,14.2768
Chain4,33087,8.11023
Chain3,33089,7.23334
Chain2,33098,11.7981
Chain1,33104,13.4912
Chain1,33174,13.7501
Chain2,33190,11.0025
Chain4,33208,8.37702
Chain3,33259,6.4552
Chain1,33267,11.782
Chain2,33298,9.89225
Chain4,33336,7.66899
Chain1,33339,12.7812
Chain2,33393,10.1604
Chain3,33399,6.6418
Chain4,33428,8.78401
Chain1,33431,11.6727
Chain2,33470,10.7399
Chain1,33487,13.5994
Chain4,33562,8.47697
Chain3,33565,6.31272
Chain2,33573,10.9043
Chain1,33579,12.4738
Chain1,33694,11.3943
Chain4,33763,7.03369
Chain2,33787,7.61435
Chain1,33812,9.25701
Chain2,33849,7.91739
Chain4,33866,6.84874
Chain3,33869,4.91643
Chain1,33877,10.0828
Chain2,33956,7.83338
Chain4,33962,7.49144
Chain3,33965,5.30349
Chain1,33973,10.7577
Chain1,34029,13.8019
Chain2,34075,10.4095
Chain4,34082,9.40726
Chain3,34117,5.43166
Chain1,34125,12.0972
Chain2,34162,9.56939
Chain4,34180,9.56942
Chain1,34183,14.3285
Chain2,34257,9.95656
Chain3,34264,7.59996
Chain1,34272,12.3514
Chain4,34310,8.62502
Chain2,34334,11.5929
Chain1,34352,13.2398
Chain2,34430,11.1785
Chain4,34437,8.44152
Chain3,34440,6.3206
Chain1,34448,11.3094
Chain1,34504,12.9434
Chain2,34550,10.253
Chain4,34556,7.96747
Chain3,34577,6.51965
Chain1,34585,12.8448
Chain2,34637,9.90461
Chain4,34675,8.22533
Chain1,34678,13.0483
Chain2,34711,10.6901
Chain1,34718,14.0071
Chain4,34759,9.32209
Chain3,34762,6.02596
Chain1,34799,14.0401
Chain2,34855,9.81705
Chain4,34880,9.26785
Chain3,34883,6.77242
Chain1,34891,14.0809
Chain2,34932,10.16
Chain1,34978,11.5176
Chain2,35004,10.2534
Chain4,35010,8.94723
Chain3,35034,6.5697
Chain1,35042,12.3472
Chain2,35091,12.742
Chain4,35109,8.58101
Chain1,35111,13.6082
Chain3,35175,7.24927
Chain1,35183,14.6153
Chain2,35210,10.7874
Chain4,35300,7.14213
Chain1,35363,9.33918
Chain2,35390,7.76012
Chain4,35415,7.41454
Chain2,35449,8.37913
Chain3,35467,5.13898
Chain1,35475,8.25722
Chain4,35518,7.32714
Chain2,35544,8.98752
Chain3,35551,5.80551
Chain1,35559,7.99791
Chain1,35605,12.399
Chain2,35644,11.8015
Chain4,35662,8.2845
Chain1,35700,13.3026
Chain2,35741,10.2553
Chain4,35748,9.00788
Chain3,35751,5.2155
Chain1,35788,13.0816
Chain2,35844,9.9851
Chain4,35873,8.4422
Chain3,35876,7.32646
Chain1,35884,10.7519
Chain2,35911,11.2693
Chain1,35928,13.1364
Chain4,35975,9.60525
Chain3,35995,6.74447
Chain1,36003,13.9225
Chain2,36055,9.566
Chain4,36091,8.7506
Chain1,36094,14.321
Chain2,36140,10.1591
Chain3,36175,7.07416
Chain1,36183,11.7969
Chain2,36203,10.2521
Chain4,36210,8.912
Chain1,36245,12.4387
Chain2,36298,12.3214
Chain4,36305,9.07698
Chain3,36308,6.94851
Chain1,36316,13.4974
Chain1,36386,14.7402
Chain2,36443,9.89873
Chain4,36467,7.96413
Chain3,36470,6.3182
Chain1,36478,12.8407
Chain2,36509,9.81186
Chain4,36548,8.88454
Chain1,36550,12.7907
Chain2,36594,10.1539
Chain3,36601,7.04581
Chain1,36609,13.4975
Chain4,36678,8.03956
Chain2,36681,12.5872
Chain1,36699,13.5959
Chain3,36773,6.4432
Chain2,36781,11.0105
Chain4,36788,9.35491
Chain1,36791,12.4706
Chain1,36930,9.33149
Chain2,36974,7.89593
Chain4,36980,6.93096
Chain3,37016,5.49888
Chain2,37045,8.25218
Chain4,37062,7.80953
Chain1,37065,8.19168
Chain2,37140,8.3769
Chain3,37146,5.49682
Chain1,37154,8.25492
Chain4,37193,7.41428
Chain2,37196,13.5245
Chain1,37213,10.5866
Chain4,37288,9.75429
Chain3,37291,5.79892
Chain1,37299,12.8381
Chain2,37340,10.1537
Chain1,37386,12.933
Chain2,37432,10.2458
Chain4,37439,7.96321
Chain3,37474,6.54051
Chain1,37482,11.1508
Chain2,37499,9.89568
Chain4,37517,9.26609
Chain1,37519,13.6046
Chain3,37594,6.70394
Chain1,37602,13.9188
Chain2,37643,9.90176
Chain4,37650,8.29447
Chain1,37682,15.0611
Chain2,37717,10.5276
Chain4,37745,9.81144
Chain3,37748,6.56657
Chain1,37756,12.6952
Chain2,37794,10.155
Chain1,37812,14.2731
Chain4,37887,8.10923
Chain3,37889,7.23279
Chain2,37897,11.7967
Chain1,37904,13.4902
Chain2,37974,11.6999
Chain4,37992,8.77412
Chain1,37994,12.566
Chain3,38059,6.45514
Chain1,38067,11.784
Chain2,38097,9.89429
Chain4,38136,7.67037
Chain1,38139,12.7839
Chain2,38193,10.1625
Chain3,38199,6.64261
Chain4,38228,8.78507
Chain1,38231,12.6908
Chain2,38269,10.1516
Chain1,38287,13.6019
Chain4,38362,8.10728
Chain3,38364,6.31393
Chain2,38372,10.9058
Chain1,38379,12.4752
Chain1,38494,11.38
Chain4,38563,7.02777
Chain2,38587,7.60677
Chain1,38612,9.24582
Chain2,38649,7.90907
Chain4,38666,6.84276
Chain3,38669,4.91339
Chain1,38677,10.0686
Chain2,38756,7.82505
Chain4,38763,7.48347
Chain3,38765,5.3001
Chain1,38773,10.7564
Chain1,38829,13.8023
Chain2,38875,10.4102
Chain4,38882,9.40718
Chain3,38917,5.4276
Chain1,38925,12.0981
Chain2,38962,9.56984
Chain4,38980,9.56992
Chain1,38983,14.3284
Chain2,39057,9.95732
Chain3,39064,7.60073
Chain1,39072,12.3524
Chain4,39110,8.62586
Chain2,39134,11.5938
Chain1,39152,13.2418
Chain2,39230,11.1818
Chain4,39237,8.44296
Chain3,39240,6.32164
Chain1,39248,11.3127
Chain1,39304,12.9477
Chain2,39350,10.256
Chain4,39356,7.96958
Chain3,39377,6.52081
Chain1,39385,12.8474
Chain2,39437,9.9067
Chain4,39475,8.22681
Chain1,39478,13.0494
Chain2,39511,10.6907
Chain1,39518,14.0065
Chain4,39559,9.32248
Chain3,39562,6.02678
Chain1,39599,14.0402
Chain2,39655,9.81556
Chain4,39680,9.26668
Chain3,39683,6.77223
Chain1,39691,14.0786
Chain2,39732,10.1587
Chain1,39778,11.517
Chain2,39804,10.253
Chain4,39810,8.94682
Chain3,39834,6.56965
Chain1,39842,12.347
Chain2,39891,12.7434
Chain4,39909,8.58094
Chain1,39911,13.6096
Chain3,39975,7.24933
Chain1,39983,14.6166
Chain2,40010,10.7884
Chain4,40100,7.14266
Chain1,40163,9.33949
Chain2,40190,7.75981
Chain4,40215,7.41449
Chain2,40249,8.37909
Chain3,40267,5.13917
Chain1,40275,8.25715
Chain4,40318,7.32709
Chain2,40344,8.98728
Chain3,40351,5.80552
Chain1,40359,7.99751
Chain1,40405,12.3985
Chain2,40444,11.8023
Chain4,40462,8.28418
Chain1,40500,13.3024
Chain2,40541,10.2552
Chain4,40548,9.00796
Chain3,40551,5.21539
Chain1,40588,13.0823
Chain2,40644,9.9851
Chain4,40673,8.44201
Chain3,40676,7.32629
Chain1,40684,10.7516
Chain2,40711,11.2684
Chain1,40728,13.1353
Chain4,40775,9.6053
Chain3,40795,6.74428
Chain1,40803,13.9208
Chain2,40855,9.56584
Chain4,40891,8.74996
Chain1,40894,14.3192
Chain2,40940,10.1575
Chain3,40975,7.0735
Chain1,40983,11.796
Chain2,41003,10.2517
Chain4,41010,8.91128
Chain1,41045,12.4375
Chain2,41098,12.3181
Chain4,41105,9.07511
Chain3,41108,6.94744
Chain1,41116,13.495
Chain1,41186,14.737
Chain2,41243,9.89778
Chain4,41268,7.963
Chain3,41270,6.31732
Chain1,41278,12.8384
Chain2,41309,9.81086
Chain4,41348,8.88386
Chain1,41350,12.7915
Chain2,41394,10.1533
Chain3,41401,7.04514
Chain1,41409,13.4979
Chain4,41478,8.03971
Chain2,41481,12.5885
Chain1,41499,13.5972
Chain3,41573,6.44337
Chain2,41582,11.0104
Chain4,41588,9.35525
Chain1,41591,12.4702
Chain1,41730,9.33143
Chain2,41774,7.89645
Chain4,41780,6.93096
Chain3,41816,5.49905
Chain2,41845,8.25204
Chain4,41862,7.80964
Chain1,41865,8.19147
Chain2,41940,8.37665
Chain3,41946,5.49688
Chain1,41954,8.2547
Chain4,41993,7.41372
Chain2,41996,13.5213
Chain1,42013,10.5855
Chain4,42088,9.75577
Chain3,42091,5.79952
Chain1,42099,12.8433
Chain2,42140,10.1593
Chain1,42186,12.9441
Chain2,42232,10.2518
Chain4,42239,7.96657
Chain3,42274,6.54261
Chain1,42282,11.1588
Chain2,42299,9.90206
Chain4,42316,9.27077
Chain1,42319,13.6061
Chain3,42394,6.70555
Chain1,42402,13.9128
Chain2,42443,9.89905
Chain4,42450,8.2952
Chain1,42482,15.056
Chain2,42517,10.5256
Chain4,42545,9.80974
Chain3,42548,6.5664
Chain1,42556,12.6886
Chain2,42594,10.1475
Chain1,42612,14.2614
Chain4,42687,8.10325
Chain3,42689,7.2275
Chain2,42698,11.7847
Chain1,42704,13.4745
Chain1,42774,13.7422
Chain2,42790,10.9926
Chain4,42808,8.37047
Chain3,42859,6.45078
Chain1,42867,11.7785
Chain2,42898,9.89015
Chain4,42936,7.66455
Chain1,42939,12.7835
Chain2,42993,10.1624
Chain3,42999,6.63931
Chain4,43028,8.78397
Chain1,43031,11.6729
Chain2,43070,10.7399
Chain1,43087,13.6005
Chain4,43162,8.47813
Chain3,43165,6.31312
Chain2,43173,10.9055
Chain1,43179,12.4744
Chain1,43294,11.3898
Chain4,43363,7.03096
Chain2,43387,7.6107
Chain1,43412,9.25269
Chain2,43449,7.91397
Chain4,43466,6.846
Chain3,43469,4.9153
Chain1,43477,10.076
Chain2,43556,7.82893
Chain4,43563,7.48728
Chain3,43565,5.30164
Chain1,43573,10.7542
Chain1,43629,13.7988
Chain2,43675,10.4081
Chain4,43682,9.40609
Chain3,43717,5.42949
Chain1,43725,12.0962
Chain2,43762,9.56845
Chain4,43780,9.5669
Chain1,43783,14.3223
Chain2,43857,9.952
Chain3,43864,7.59699
Chain1,43872,12.3453
Chain4,43911,8.62158
Chain2,43934,11.587
Chain1,43952,13.2326
Chain2,44031,11.1762
Chain4,44037,8.44021
Chain3,44040,6.3199
Chain1,44048,11.3105
Chain1,44104,12.9485
Chain2,44150,10.2562
Chain4,44157,7.96783
Chain3,44177,6.51908
Chain1,44185,12.8494
Chain2,44237,9.90827
Chain4,44275,8.2281
Chain1,44278,13.0502
Chain2,44311,10.6901
Chain1,44318,14.0059
Chain4,44359,9.32069
Chain3,44362,6.02627
Chain1,44399,14.0352
Chain2,44456,9.81411
Chain4,44480,9.265
Chain3,44483,6.77113
Chain1,44491,14.0737
Chain2,44532,10.1556
Chain1,44578,11.5144
Chain2,44604,10.2508
Chain4,44611,8.94382
Chain3,44634,6.5682
Chain1,44642,12.3457
Chain2,44691,12.7412
Chain4,44709,8.57985
Chain1,44711,13.6083
Chain3,44776,7.24914
Chain1,44784,14.6172
Chain2,44810,10.7876
Chain4,44900,7.14185
Chain1,44963,9.33848
Chain2,44991,7.75842
Chain4,45015,7.41331
Chain2,45049,8.3777
Chain3,45067,5.13833
Chain1,45075,8.2555
Chain4,45118,7.32567
Chain2,45144,8.98502
Chain3,45151,5.80456
Chain1,45159,7.99535
Chain1,45205,12.3972
Chain2,45245,11.8025
Chain4,45263,8.2837
Chain1,45300,13.3028
Chain2,45342,10.254
Chain4,45348,9.00667
Chain3,45351,5.21421
Chain1,45388,13.0788
Chain2,45445,9.98338
Chain4,45474,8.44084
Chain3,45476,7.32506
Chain1,45484,10.7487
Chain2,45511,11.2653
Chain1,45529,13.1316
Chain4,45575,9.60256
Chain3,45596,6.74374
Chain1,45604,13.9221
Chain2,45655,9.56527
Chain4,45691,8.75025
Chain1,45694,14.3224
Chain2,45740,10.1593
Chain3,45775,7.07416
Chain1,45783,11.7984
Chain2,45804,10.2523
Chain4,45810,8.91205
Chain1,45845,12.4377
Chain2,45899,12.3189
Chain4,45906,9.0759
Chain3,45908,6.94798
Chain1,45916,13.4942
Chain1,45987,14.7357
Chain2,46043,9.89708
Chain4,46068,7.96292
Chain3,46071,6.31756
Chain1,46079,12.8387
Chain2,46109,9.81037
Chain4,46148,8.88356
Chain1,46151,12.7907
Chain2,46194,10.1525
Chain3,46201,7.04417
Chain1,46209,13.4952
Chain4,46279,8.03873
Chain2,46282,12.585
Chain1,46299,13.5937
Chain3,46374,6.4417
Chain2,46382,11.0059
Chain4,46389,9.35138
Chain1,46391,12.4642
Chain1,46531,9.32741
Chain2,46574,7.8932
Chain4,46581,6.9283
Chain3,46616,5.49722
Chain2,46645,8.24939
Chain4,46663,7.80671
Chain1,46666,8.18883
Chain2,46740,8.37512
Chain4,46747,8.37535
Chain3,46750,5.46815
Chain1,46758,8.19248
Chain2,46796,13.5225
Chain1,46814,10.5849
Chain4,46889,9.75496
Chain3,46891,5.79852
Chain1,46899,12.8418
Chain2,46941,10.1577
Chain1,46987,13.094
Chain2,47033,10.2519
Chain4,47040,7.9665
Chain3,47075,6.54279
Chain1,47083,11.1596
Chain2,47099,9.90243
Chain4,47117,8.10686
Chain1,47120,13.6119
Chain3,47194,6.74801
Chain1,47202,13.9232
Chain2,47243,9.90337
Chain4,47250,8.29748
Chain1,47282,15.0572
Chain2,47318,10.5258
Chain4,47345,9.80989
Chain3,47348,6.56765
Chain1,47356,12.6909
Chain2,47395,10.1522
Chain1,47413,14.2658
Chain4,47487,8.10727
Chain3,47490,7.23157
Chain2,47498,11.7936
Chain1,47505,13.4896
Chain1,47574,13.7526
Chain2,47591,11.0033
Chain4,47608,8.37538
Chain3,47659,6.45348
Chain1,47667,11.7844
Chain2,47698,9.89392
Chain4,47737,7.67003
Chain1,47739,12.7831
Chain2,47793,10.1622
Chain3,47800,6.64242
Chain4,47829,8.78511
Chain1,47831,11.6732
Chain2,47870,10.7412
Chain1,47888,13.6014
Chain4,47962,8.47882
Chain3,47965,6.31401
Chain2,47973,10.9069
Chain1,47980,12.4766
Chain1,48094,11.4041
Chain4,48163,7.03686
Chain2,48187,7.61752
Chain1,48212,9.26179
Chain2,48249,7.92109
Chain4,48266,6.85175
Chain3,48269,4.91815
Chain1,48277,10.0874
Chain2,48356,7.83629
Chain4,48362,7.49406
Chain3,48365,5.30541
Chain1,48373,10.7565
Chain1,48429,13.8001
Chain2,48475,10.4087
Chain4,48482,9.40622
Chain3,48517,5.43266
Chain1,48525,12.0957
Chain2,48562,9.56858
Chain4,48580,9.56852
Chain1,48583,14.3262
Chain2,48657,9.95545
Chain3,48664,7.5995
Chain1,48672,12.3519
Chain4,48710,8.62468
Chain2,48734,11.5943
Chain1,48752,13.242
Chain2,48830,11.1819
Chain4,48837,8.44359
Chain3,48840,6.32132
Chain1,48848,11.3132
Chain1,48904,12.9494
Chain2,48950,10.2568
Chain4,48956,7.96985
Chain3,48977,6.52135
Chain1,48985,12.8492
Chain2,49037,9.90793
Chain4,49075,8.22827
Chain1,49078,13.0518
Chain2,49111,10.6928
Chain1,49118,14.0096
Chain4,49159,9.32369
Chain3,49162,6.02761
Chain1,49199,14.042
Chain2,49255,9.81821
Chain4,49280,9.26901
Chain3,49283,6.7735
Chain1,49291,14.0812
Chain2,49332,10.1607
Chain1,49378,11.5182
Chain2,49404,10.254
Chain4,49410,8.94783
Chain3,49434,6.57049
Chain1,49442,12.3486
Chain2,49491,12.7423
Chain4,49508,8.58131
Chain1,49511,13.608
Chain3,49575,7.24948
Chain1,49583,14.6149
Chain2,49610,10.7877
Chain4,49700,7.14191
Chain1,49763,9.33779
Chain2,49790,7.75807
Chain4,49815,7.41283
Chain2,49849,8.3775
Chain3,49867,5.13837
Chain1,49875,8.25573
Chain4,49918,7.326
Chain2,49944,8.98556
Chain3,49951,5.80461
Chain1,49959,7.99625
Chain1,50005,12.3976
Chain2,50044,11.803
Chain4,50062,8.28382
Chain1,50100,13.3036
Chain2,50141,10.2557
Chain4,50148,9.00828
Chain3,50151,5.21493
Chain1,50188,13.0825
Chain2,50244,9.98565
Chain4,50273,8.44258
Chain3,50276,7.32677
Chain1,50284,10.7522
Chain2,50311,11.2692
Chain1,50328,13.1364
Chain4,50375,9.60527
Chain3,50395,6.74484
Chain1,50403,13.9233
Chain2,50455,9.5667
Chain4,50491,8.75141
Chain1,50493,14.3225
Chain2,50540,10.1597
Chain3,50575,7.07497
Chain1,50583,11.7984
Chain2,50603,10.2537
Chain4,50610,8.91308
Chain1,50644,12.4404
Chain2,50698,12.3218
Chain4,50705,9.07748
Chain3,50708,6.94887
Chain1,50716,13.4975
Chain1,50786,14.7393
Chain2,50843,9.8984
Chain4,50867,7.96389
Chain3,50870,6.31811
Chain1,50878,12.8385
Chain2,50909,9.81103
Chain4,50948,8.88402
Chain1,50950,12.7906
Chain2,50994,10.1539
Chain3,51000,7.04574
Chain1,51008,13.4982
Chain4,51078,8.04012
Chain2,51081,12.5901
Chain1,51099,13.5994
Chain3,51173,6.44382
Chain2,51181,11.0128
Chain4,51188,9.35672
Chain1,51191,12.4733
Chain1,51330,9.33197
Chain2,51374,7.89613
Chain4,51380,6.93114
Chain3,51416,5.49904
Chain2,51445,8.25109
Chain4,51462,7.80871
Chain1,51465,8.19065
Chain2,51540,8.37543
Chain3,51546,5.49652
Chain1,51554,8.25328
Chain4,51593,7.413
Chain2,51596,13.5217
Chain1,51613,10.5843
Chain4,51688,9.75591
Chain3,51691,5.79915
Chain1,51699,12.8444
Chain2,51740,10.16
Chain1,51786,12.9455
Chain2,51832,10.2541
Chain4,51839,7.96829
Chain3,51874,6.54411
Chain1,51882,11.1627
Chain2,51898,9.90551
Chain4,51916,9.27402
Chain1,51919,13.6139
Chain3,51994,6.70776
Chain1,52002,13.9204
Chain2,52043,9.90321
Chain4,52049,8.29829
Chain1,52081,15.0597
Chain2,52117,10.5288
Chain4,52145,9.81264
Chain3,52147,6.5695
Chain1,52155,12.6955
Chain2,52194,10.1547
Chain1,52212,14.2753
Chain4,52286,8.108
Chain3,52289,7.23191
Chain2,52297,11.7956
Chain1,52304,13.4879
Chain2,52374,11.6964
Chain4,52391,8.77284
Chain1,52394,12.5617
Chain3,52458,6.45448
Chain1,52466,11.7815
Chain2,52497,9.89276
Chain4,52536,7.66945
Chain1,52538,12.7852
Chain2,52592,10.1634
Chain3,52599,6.64192
Chain4,52628,8.78572
Chain1,52630,12.6933
Chain2,52669,10.1529
Chain1,52687,13.6024
Chain4,52761,8.10842
Chain3,52764,6.31441
Chain2,52772,10.9069
Chain1,52779,12.4766
Chain1,52894,11.3686
Chain4,52963,7.0238
Chain2,52987,7.6022
Chain1,53012,9.23914
Chain2,53049,7.90435
Chain4,53066,6.83911
Chain3,53069,4.91183
Chain1,53077,10.06
Chain2,53156,7.81938
Chain4,53163,7.47852
Chain3,53165,5.29768
Chain1,53173,10.7563
Chain1,53229,13.8003
Chain2,53275,10.4086
Chain4,53282,9.40601
Chain3,53317,5.42461
Chain1,53325,12.095
Chain2,53362,9.56783
Chain4,53380,9.56778
Chain1,53383,14.3259
Chain2,53457,9.95542
Chain3,53464,7.59886
Chain1,53472,12.3496
Chain4,53510,8.6237
Chain2,53534,11.591
Chain1,53552,13.2393
Chain2,53630,11.1811
Chain4,53637,8.44236
Chain3,53640,6.32096
Chain1,53648,11.3124
Chain1,53704,12.9488
Chain2,53750,10.2561
Chain4,53756,7.96947
Chain3,53777,6.52076
Chain1,53785,12.8493
Chain2,53837,9.90756
Chain4,53875,8.22755
Chain1,53878,13.0492
Chain2,53911,10.6907
Chain1,53918,14.0061
Chain4,53959,9.32216
Chain3,53962,6.02686
Chain1,53999,14.0398
Chain2,54055,9.8161
Chain4,54080,9.26703
Chain3,54083,6.77251
Chain1,54091,14.08
Chain2,54132,10.1592
Chain1,54178,11.5177
Chain2,54204,10.2526
Chain4,54210,8.9464
Chain3,54234,6.569
Chain1,54242,12.3454
Chain2,54291,12.7402
Chain4,54309,8.58004
Chain1,54311,13.6055
Chain3,54376,7.24855
Chain1,54383,14.6136
Chain2,54410,10.7866
Chain4,54500,7.14162
Chain1,54563,9.33923
Chain2,54590,7.75874
Chain4,54615,7.4135
Chain2,54649,8.37798
Chain3,54667,5.13816
Chain1,54675,8.25603
Chain4,54718,7.32597
Chain2,54744,8.98504
Chain3,54751,5.80445
Chain1,54759,7.99564
Chain1,54805,12.3947
Chain2,54845,11.8005
Chain4,54862,8.28309
Chain1,54900,13.3027
Chain2,54941,10.2546
Chain4,54948,9.00694
Chain3,54951,5.21489
Chain1,54988,13.0814
Chain2,55044,9.98486
Chain4,55073,8.44151
Chain3,55076,7.32568
Chain1,55084,10.7506
Chain2,55111,11.2661
Chain1,55129,13.1312
Chain4,55175,9.60148
Chain3,55196,6.74232
Chain1,55204,13.9112
Chain2,55255,9.55934
Chain4,55291,8.74469
Chain1,55294,14.3073
Chain2,55340,10.1513
Chain3,55375,7.07007
Chain1,55383,11.7885
Chain2,55404,10.2452
Chain4,55410,8.90549
Chain1,55445,12.4336
Chain2,55499,12.317
Chain4,55505,9.07157
Chain3,55508,6.944
Chain1,55516,13.4929
Chain1,55587,14.7356
Chain2,55643,9.89674
Chain4,55668,7.96244
Chain3,55671,6.31612
Chain1,55679,12.8395
Chain2,55709,9.81099
Chain4,55748,8.8833
Chain1,55751,12.7902
Chain2,55794,10.1528
Chain3,55801,7.04441
Chain1,55809,13.4968
Chain4,55879,8.03889
Chain2,55881,12.5864
Chain1,55899,13.5948
Chain3,55974,6.44277
Chain2,55982,11.0086
Chain4,55989,9.35404
Chain1,55991,12.4696
Chain1,56131,9.32959
Chain2,56174,7.89473
Chain4,56181,6.9298
Chain3,56216,5.49801
Chain2,56245,8.25049
Chain4,56263,7.80826
Chain1,56266,8.19009
Chain2,56340,8.37552
Chain4,56347,8.37571
Chain3,56350,5.46907
Chain1,56358,8.19278
Chain2,56396,13.5227
Chain1,56414,10.5854
Chain4,56488,9.75518
Chain3,56491,5.79867
Chain1,56499,12.8421
Chain2,56540,10.1578
Chain1,56587,13.0926
Chain2,56633,10.2509
Chain4,56639,7.96627
Chain3,56675,6.54272
Chain1,56683,11.1586
Chain2,56699,9.90209
Chain4,56717,8.10616
Chain1,56720,13.611
Chain3,56794,6.74707
Chain1,56802,13.9207
Chain2,56843,9.9026
Chain4,56850,8.29706
Chain1,56882,15.0605
Chain2,56918,10.5284
Chain4,56945,9.81234
Chain3,56948,6.56853
Chain1,56956,12.6951
Chain2,56994,10.1552
Chain1,57012,14.2738
Chain4,57087,8.10893
Chain3,57090,7.23294
Chain2,57098,11.7982
Chain1,57104,13.4915
Chain1,57174,13.7542
Chain2,57190,11.0048
Chain4,57208,8.37781
Chain3,57259,6.45504
Chain1,57267,11.7834
Chain2,57298,9.8919
Chain4,57336,7.66864
Chain1,57339,12.7789
Chain2,57393,10.1593
Chain3,57400,6.64118
Chain4,57428,8.78185
Chain1,57431,11.6661
Chain2,57470,10.7346
Chain1,57488,13.5926
Chain4,57562,8.47431
Chain3,57565,6.3118
Chain2,57573,10.9023
Chain1,57580,12.4719
Chain1,57694,11.4013
Chain4,57763,7.03506
Chain2,57787,7.61538
Chain1,57812,9.26035
Chain2,57849,7.91942
Chain4,57866,6.85008
Chain3,57869,4.91621
Chain1,57877,10.085
Chain2,57956,7.8344
Chain4,57963,7.49236
Chain3,57965,5.30382
Chain1,57973,10.7543
Chain1,58029,13.7987
Chain2,58075,10.4078
Chain4,58082,9.40494
Chain3,58117,5.43202
Chain1,58125,12.0961
Chain2,58162,9.56815
Chain4,58180,9.56838
Chain1,58183,14.3272
Chain2,58257,9.9558
Chain3,58264,7.59925
Chain1,58272,12.3509
Chain4,58310,8.6248
Chain2,58334,11.5929
Chain1,58352,13.2407
Chain2,58430,11.1811
Chain4,58437,8.4429
Chain3,58440,6.32115
Chain1,58448,11.3119
Chain1,58504,12.9472
Chain2,58550,10.2552
Chain4,58556,7.96866
Chain3,58577,6.5204
Chain1,58585,12.8467
Chain2,58637,9.90514
Chain4,58675,8.22586
Chain1,58678,13.0468
Chain2,58711,10.6886
Chain1,58718,14.0046
Chain4,58759,9.3209
Chain3,58762,6.02636
Chain1,58799,14.0391
Chain2,58855,9.81536
Chain4,58880,9.26606
Chain3,58883,6.77151
Chain1,58891,14.0787
Chain2,58932,10.1563
Chain1,58978,11.513
Chain2,59004,10.2495
Chain4,59011,8.9441
Chain3,59034,6.56758
