Chain,RecordTime,Delay
Chain1,38066,226
Chain4,38098,898
Chain1,38135,215
Chain2,38152,152
Chain3,38160,240
Chain1,38235,235
Chain4,38237,917
Chain2,38248,148
Chain3,38256,176
Chain1,38300,220
Chain2,38341,141
Chain4,38344,904
Chain1,38385,225
Chain3,38393,153
Chain2,38399,99
Chain1,38445,205
Chain2,38501,101
Chain3,38564,164
Chain4,38566,1006
Chain1,38597,277
Chain1,38662,262
Chain2,38692,192
Chain1,38751,271
Chain4,38754,1074
Chain2,38795,195
Chain1,38826,266
Chain3,38854,294
Chain4,38856,1056
Chain2,38863,163
Chain1,38879,239
Chain1,38955,235
Chain4,38971,1051
Chain2,38978,178
Chain3,38986,266
Chain1,39051,251
Chain2,39068,168
Chain4,39089,1049
Chain1,39120,240
Chain3,39158,278
Chain2,39164,164
Chain1,39198,238
Chain4,39226,1066
Chain2,39239,139
Chain1,39266,226
Chain3,39326,286
Chain4,39329,1049
Chain1,39345,225
Chain2,39351,151
Chain3,39399,199
Chain1,39431,231
Chain4,39451,1051
Chain2,39458,158
Chain1,39523,243
Chain2,39541,141
Chain4,39544,1024
Chain3,39570,210
Chain1,39586,226
Chain2,39626,126
Chain1,39660,220
Chain3,39668,148
Chain4,39692,1052
Chain1,39729,209
Chain2,39757,157
Chain4,39787,1027
Chain1,39824,224
Chain2,39831,131
Chain3,39839,159
Chain1,39887,207
Chain4,39922,1042
Chain2,39928,128
Chain3,39974,134
Chain1,39990,230
Chain2,39997,97
Chain4,39999,999
Chain1,40043,203
Chain2,40101,101
Chain3,40163,163
Chain1,40200,280
Chain4,40203,1083
Chain1,40258,258
Chain2,40292,192
Chain4,40338,1098
Chain1,40364,284
Chain2,40395,195
Chain1,40430,270
Chain4,40459,1099
Chain3,40467,307
Chain2,40473,173
Chain1,40493,253
Chain4,40535,1055
Chain1,40558,238
Chain2,40627,227
Chain3,40635,315
Chain1,40655,255
Chain4,40658,1058
Chain2,40671,171
Chain1,40739,259
Chain3,40758,278
Chain4,40760,1040
Chain2,40767,167
Chain1,40827,267
Chain2,40841,141
Chain1,40866,226
Chain3,40926,286
Chain4,40929,1089
Chain1,40952,232
Chain2,40966,166
Chain4,40993,1033
Chain1,41030,230
Chain3,41062,262
Chain2,41069,169
Chain1,41123,243
Chain4,41126,1046
Chain2,41144,144
Chain1,41188,228
Chain3,41230,270
Chain2,41237,137
Chain4,41240,1040
Chain1,41262,222
Chain3,41311,191
Chain2,41318,118
Chain1,41344,224
Chain4,41360,1040
Chain1,41424,224
Chain2,41431,131
Chain3,41439,159
Chain4,41474,1034
Chain1,41490,210
Chain2,41529,129
Chain1,41582,222
Chain4,41585,1025
Chain2,41591,91
Chain3,41599,159
Chain1,41646,206
Chain2,41690,90
Chain3,41777,177
Chain4,41780,1100
Chain1,41796,276
Chain1,41867,267
Chain4,41886,1086
Chain2,41920,220
Chain1,41971,291
Chain4,41973,1053
Chain2,41998,198
Chain3,42021,261
Chain1,42056,296
Chain2,42073,173
Chain1,42094,254
Chain4,42139,1099
Chain1,42170,250
Chain2,42227,227
Chain3,42235,315
Chain4,42237,1077
Chain1,42268,268
Chain2,42281,181
Chain1,42339,259
Chain4,42352,1072
Chain3,42360,280
Chain2,42377,177
Chain1,42436,276
Chain4,42446,1046
Chain2,42452,152
Chain1,42469,229
Chain3,42539,299
Chain1,42555,235
Chain4,42558,1038
Chain2,42569,169
Chain1,42630,230
Chain3,42657,257
Chain2,42669,169
Chain4,42696,1056
Chain1,42733,253
Chain2,42754,154
Chain3,42762,202
Chain1,42796,236
Chain4,42833,1073
Chain2,42840,140
Chain1,42866,226
Chain4,42898,1018
Chain1,42934,214
Chain2,42952,152
Chain3,42960,240
Chain1,43034,234
Chain4,43037,1037
Chain2,43048,148
Chain3,43056,176
Chain1,43101,221
Chain2,43141,141
Chain4,43144,1024
Chain1,43185,225
Chain2,43192,92
Chain3,43199,159
Chain1,43243,203
Chain2,43296,96
Chain3,43364,164
Chain4,43367,1127
Chain1,43403,283
Chain1,43474,274
Chain2,43492,192
Chain1,43551,271
Chain4,43554,1194
Chain2,43596,196
Chain1,43635,275
Chain3,43654,294
Chain4,43657,1177
Chain2,43663,163
Chain1,43679,239
Chain1,43755,235
Chain4,43771,1171
Chain2,43778,178
Chain3,43786,266
Chain1,43851,251
Chain2,43869,169
Chain4,43889,1169
Chain1,43926,246
Chain3,43958,278
Chain2,43965,165
Chain1,43999,239
Chain4,44026,1186
Chain2,44040,140
Chain1,44066,226
Chain3,44126,286
Chain4,44129,1169
Chain1,44145,225
Chain2,44152,152
Chain3,44199,199
Chain1,44236,236
Chain4,44252,1172
Chain2,44259,159
Chain1,44322,242
Chain2,44342,142
Chain4,44344,1144
Chain3,44352,192
Chain1,44386,226
Chain2,44419,119
Chain1,44460,220
Chain3,44490,170
Chain4,44493,1173
Chain2,44500,100
Chain1,44535,215
Chain4,44581,1141
Chain1,44625,225
Chain2,44631,131
Chain3,44639,159
Chain1,44688,208
Chain4,44722,1162
Chain2,44729,129
Chain3,44774,134
Chain1,44791,231
Chain2,44797,97
Chain4,44800,1120
Chain1,44841,201
Chain2,44894,94
Chain1,44980,260
Chain4,44983,1183
Chain3,45003,203
Chain1,45058,258
Chain2,45092,192
Chain4,45134,1214
Chain1,45171,291
Chain2,45196,196
Chain1,45231,271
Chain4,45259,1219
Chain3,45267,307
Chain2,45273,173
Chain1,45294,254
Chain4,45333,1173
Chain1,45358,238
Chain2,45388,188
Chain3,45435,315
Chain1,45455,255
Chain4,45458,1178
Chain2,45500,200
Chain1,45539,259
Chain3,45558,278
Chain4,45561,1161
Chain2,45567,167
Chain1,45629,269
Chain2,45642,142
Chain1,45666,226
Chain3,45726,286
Chain4,45729,1209
Chain1,45756,236
Chain2,45766,166
Chain4,45794,1154
Chain1,45831,231
Chain3,45862,262
Chain2,45869,169
Chain1,45924,244
Chain4,45927,1167
Chain2,45944,144
Chain3,45980,220
Chain1,45997,237
Chain4,46034,1154
Chain2,46040,140
Chain1,46056,216
Chain3,46118,198
Chain1,46134,214
Chain4,46154,1154
Chain2,46163,163
Chain1,46225,225
Chain2,46242,142
Chain3,46250,170
Chain4,46275,1155
Chain1,46291,211
Chain2,46329,129
Chain1,46383,223
Chain4,46385,1145
Chain2,46392,92
Chain3,46400,160
Chain1,46448,208
Chain2,46500,100
Chain3,46576,176
Chain4,46578,1218
Chain1,46595,275
Chain1,46667,267
Chain4,46686,1206
Chain2,46720,220
Chain1,46771,291
Chain4,46773,1173
Chain2,46798,198
Chain3,46829,269
Chain1,46856,296
Chain2,46873,173
Chain1,46894,254
Chain4,46935,1215
Chain1,46970,250
Chain2,47027,227
Chain3,47035,315
Chain4,47038,1198
Chain1,47068,268
Chain2,47082,182
Chain1,47134,254
Chain4,47153,1193
Chain3,47161,281
Chain2,47178,178
Chain1,47237,277
Chain4,47246,1166
Chain2,47253,153
Chain1,47269,229
Chain3,47339,299
Chain1,47355,235
Chain4,47358,1158
Chain2,47369,169
Chain1,47430,230
Chain3,47460,260
Chain2,47469,169
Chain4,47489,1169
Chain1,47527,247
Chain2,47552,152
Chain3,47562,202
Chain1,47596,236
Chain4,47633,1193
Chain2,47640,140
Chain1,47666,226
Chain4,47698,1138
Chain1,47735,215
Chain2,47752,152
Chain3,47760,240
Chain1,47835,235
Chain4,47837,1157
Chain2,47848,148
Chain3,47856,176
Chain1,47901,221
Chain2,47942,142
Chain4,47944,1144
Chain1,47985,225
Chain2,47992,92
Chain3,48000,160
Chain1,48044,204
Chain2,48093,93
Chain3,48164,164
Chain4,48167,1247
Chain1,48203,283
Chain1,48274,274
Chain2,48292,192
Chain1,48351,271
Chain4,48354,1314
Chain2,48378,178
Chain1,48433,273
Chain3,48454,294
Chain4,48457,1297
Chain2,48463,163
Chain1,48479,239
Chain1,48555,235
Chain4,48572,1292
Chain2,48578,178
Chain3,48619,299
Chain1,48651,251
Chain2,48669,169
Chain4,48690,1290
Chain3,48697,217
Chain1,48747,267
Chain2,48765,165
Chain1,48799,239
Chain4,48827,1307
Chain2,48840,140
Chain1,48866,226
Chain3,48927,287
Chain4,48929,1289
Chain1,48945,225
Chain2,48952,152
Chain3,48999,199
Chain1,49036,236
Chain4,49052,1292
Chain2,49059,159
Chain1,49122,242
Chain2,49135,135
Chain4,49144,1264
Chain3,49152,192
Chain1,49186,226
Chain2,49227,127
Chain1,49255,215
Chain3,49268,148
Chain4,49293,1293
Chain1,49328,208
Chain2,49358,158
Chain4,49388,1268
Chain1,49425,225
Chain2,49432,132
Chain3,49439,159
Chain1,49488,208
Chain4,49523,1283
Chain2,49529,129
Chain1,49583,223
Chain3,49591,151
Chain2,49598,98
Chain4,49600,1240
Chain1,49642,202
Chain2,49694,94
Chain3,49764,164
Chain1,49800,280
Chain4,49803,1323
Chain1,49858,258
Chain2,49892,192
Chain4,49939,1339
Chain1,49971,291
Chain2,49978,178
Chain1,50030,270
Chain3,50064,304
Chain4,50067,1347
Chain2,50073,173
Chain1,50094,254
Chain4,50135,1295
Chain1,50158,238
Chain2,50227,227
Chain3,50235,315
Chain1,50255,255
Chain4,50258,1298
Chain2,50271,171
Chain1,50339,259
Chain3,50358,278
Chain4,50361,1281
Chain2,50367,167
Chain1,50429,269
Chain2,50442,142
Chain1,50466,226
Chain3,50520,280
Chain4,50523,1323
Chain1,50556,236
Chain2,50566,166
Chain4,50594,1274
Chain1,50631,231
Chain3,50662,262
Chain2,50669,169
Chain1,50724,244
Chain4,50727,1287
Chain2,50744,144
Chain1,50789,229
Chain3,50823,263
Chain4,50834,1274
Chain2,50840,140
Chain1,50863,223
Chain3,50918,198
Chain1,50938,218
Chain4,50954,1274
Chain2,50963,163
Chain1,51025,225
Chain2,51031,131
Chain3,51039,159
Chain4,51075,1275
Chain1,51091,211
Chain2,51129,129
Chain1,51183,223
Chain2,51190,90
Chain4,51192,1272
Chain3,51200,160
Chain1,51244,204
Chain2,51304,104
Chain3,51364,164
Chain4,51367,1327
Chain1,51403,283
Chain1,51466,266
Chain4,51488,1328
Chain2,51520,220
Chain1,51564,284
Chain4,51574,1294
Chain2,51580,180
Chain1,51647,287
Chain3,51667,307
Chain2,51674,174
Chain1,51694,254
Chain4,51752,1352
Chain1,51771,251
Chain2,51827,227
Chain4,51830,1310
Chain3,51838,318
Chain1,51869,269
Chain2,51882,182
Chain1,51935,255
Chain4,51953,1313
Chain3,51961,281
Chain2,51978,178
Chain1,52032,272
Chain4,52046,1286
Chain2,52053,153
Chain1,52069,229
Chain3,52140,300
Chain1,52156,236
Chain4,52158,1278
Chain2,52169,169
Chain1,52231,231
Chain3,52260,260
Chain2,52269,169
Chain4,52290,1290
Chain1,52334,254
Chain2,52355,155
Chain3,52363,203
Chain1,52397,237
Chain4,52434,1314
Chain2,52440,140
Chain1,52467,227
Chain4,52498,1258
Chain1,52535,215
Chain2,52553,153
Chain3,52574,254
Chain1,52635,235
Chain4,52638,1278
Chain2,52649,149
Chain3,52657,177
Chain1,52722,242
Chain2,52742,142
Chain4,52745,1265
Chain1,52786,226
Chain2,52792,92
Chain3,52800,160
Chain1,52857,217
Chain2,52897,97
Chain3,52964,164
Chain4,52967,1367
Chain1,53003,283
Chain1,53074,274
Chain2,53092,192
Chain1,53151,271
Chain4,53154,1434
Chain2,53196,196
Chain1,53227,267
Chain3,53254,294
Chain4,53256,1416
Chain2,53263,163
Chain1,53279,239
Chain1,53355,235
Chain4,53371,1411
Chain2,53378,178
Chain3,53386,266
Chain1,53451,251
Chain2,53469,169
Chain4,53489,1409
Chain1,53526,246
Chain3,53558,278
Chain2,53565,165
Chain1,53599,239
Chain4,53626,1426
Chain2,53640,140
Chain1,53666,226
Chain3,53726,286
Chain4,53729,1409
Chain1,53745,225
Chain2,53752,152
Chain3,53799,199
Chain1,53836,236
Chain4,53852,1412
Chain2,53859,159
Chain1,53924,244
Chain2,53941,141
Chain4,53944,1384
Chain3,53970,210
Chain1,53986,226
Chain2,54027,127
Chain1,54057,217
Chain3,54068,148
Chain4,54093,1413
Chain1,54130,210
Chain2,54158,158
Chain4,54188,1388
Chain1,54225,225
Chain2,54231,131
Chain3,54239,159
Chain1,54288,208
Chain4,54322,1402
Chain2,54329,129
Chain1,54383,223
Chain3,54391,151
Chain2,54397,97
Chain4,54400,1360
Chain1,54455,215
Chain2,54494,94
Chain3,54551,151
Chain1,54592,272
Chain4,54595,1435
Chain1,54672,272
Chain2,54692,192
Chain4,54734,1454
Chain1,54764,284
Chain2,54796,196
Chain1,54835,275
Chain4,54859,1459
Chain3,54867,307
Chain2,54873,173
Chain1,54894,254
Chain4,54935,1415
Chain1,54958,238
Chain2,55027,227
Chain3,55035,315
Chain1,55055,255
Chain4,55058,1418
Chain2,55071,171
Chain1,55139,259
Chain3,55158,278
Chain4,55161,1401
Chain2,55167,167
Chain1,55229,269
Chain2,55242,142
Chain1,55266,226
Chain3,55324,284
Chain4,55327,1447
Chain1,55354,234
Chain2,55366,166
Chain4,55394,1394
Chain1,55431,231
Chain3,55462,262
Chain2,55469,169
Chain1,55524,244
Chain4,55527,1407
Chain2,55544,144
Chain3,55580,220
Chain1,55597,237
Chain4,55633,1393
Chain2,55640,140
Chain1,55656,216
Chain3,55718,198
Chain1,55737,217
Chain4,55754,1394
Chain2,55763,163
Chain1,55825,225
Chain2,55840,140
Chain3,55848,168
Chain4,55874,1394
Chain1,55891,211
Chain2,55929,129
Chain1,55983,223
Chain4,55985,1385
Chain2,55992,92
Chain3,56000,160
Chain1,56045,205
Chain2,56090,90
Chain3,56176,176
Chain4,56179,1459
Chain1,56195,275
Chain1,56272,272
Chain2,56308,208
Chain4,56311,1471
Chain1,56364,284
Chain4,56373,1413
Chain2,56398,198
Chain1,56429,269
Chain3,56467,307
Chain2,56473,173
Chain1,56494,254
Chain4,56552,1472
Chain1,56571,251
Chain2,56627,227
Chain4,56630,1430
Chain3,56638,318
Chain1,56668,268
Chain2,56682,182
Chain1,56734,254
Chain4,56753,1433
Chain3,56761,281
Chain2,56778,178
Chain1,56837,277
Chain4,56846,1406
Chain2,56853,153
Chain1,56869,229
Chain3,56939,299
Chain1,56956,236
Chain4,56958,1398
Chain2,56969,169
Chain1,57031,231
Chain3,57060,260
Chain2,57069,169
Chain4,57090,1410
Chain1,57133,253
Chain2,57144,144
Chain3,57162,202
Chain1,57197,237
Chain4,57233,1433
Chain2,57240,140
Chain1,57267,227
Chain4,57298,1378
Chain1,57335,215
Chain2,57353,153
Chain3,57373,253
Chain1,57435,235
Chain4,57438,1398
Chain2,57448,148
Chain3,57456,176
Chain1,57522,242
Chain2,57542,142
Chain4,57545,1385
Chain1,57586,226
Chain2,57592,92
Chain3,57600,160
Chain1,57644,204
Chain2,57693,93
Chain3,57776,176
Chain4,57779,1499
Chain1,57801,281
Chain1,57862,262
Chain2,57892,192
Chain1,57951,271
Chain4,57954,1554
Chain2,57996,196
Chain1,58035,275
Chain3,58054,294
Chain4,58057,1537
Chain2,58063,163
Chain1,58079,239
Chain1,58155,235
Chain4,58171,1531
Chain2,58178,178
Chain3,58186,266
Chain1,58251,251
Chain2,58269,169
Chain4,58289,1529
Chain1,58326,246
Chain3,58358,278
Chain2,58365,165
Chain1,58399,239
Chain4,58426,1546
Chain2,58440,140
Chain1,58466,226
Chain3,58526,286
Chain4,58529,1529
Chain1,58545,225
Chain2,58552,152
Chain3,58599,199
Chain1,58636,236
Chain4,58652,1532
Chain2,58659,159
Chain1,58724,244
Chain2,58741,141
Chain4,58744,1504
Chain3,58770,210
Chain1,58786,226
Chain2,58819,119
Chain1,58855,215
Chain3,58890,170
Chain4,58893,1533
Chain2,58900,100
Chain1,58937,217
Chain4,58981,1501
Chain1,59025,225
Chain2,59031,131
Chain3,59039,159
Chain1,59088,208
Chain4,59122,1522
Chain2,59129,129
Chain1,59183,223
Chain3,59191,151
Chain2,59197,97
Chain4,59200,1480
Chain1,59243,203
Chain2,59301,101
Chain1,59375,255
Chain4,59387,1547
Chain3,59403,203
Chain1,59458,258
Chain2,59492,192
Chain4,59540,1580
Chain1,59571,291
Chain2,59595,195
Chain1,59635,275
Chain3,59664,304
Chain4,59667,1587
Chain2,59673,173
Chain1,59694,254
Chain4,59735,1535
Chain1,59758,238
Chain2,59827,227
Chain3,59835,315
Chain1,59855,255
Chain4,59858,1538
Chain2,59871,171
Chain1,59939,259
Chain3,59958,278
Chain4,59961,1521
Chain2,59967,167
Chain1,60029,269
Chain2,60042,142
Chain1,60066,226
Chain3,60126,286
Chain4,60129,1569
Chain1,60155,235
Chain2,60166,166
Chain4,60194,1514
Chain1,60224,224
