Chain,RecordTime,Frequency
Chain2,28885,12.0873
Chain3,28943,6.74504
Chain4,28964,6.39738
Chain1,28967,10.2535
Chain1,29040,11.0447
Chain2,29085,8.49667
Chain1,29131,9.51833
Chain4,29151,5.80762
Chain2,29189,7.43003
Chain1,29195,13.115
Chain3,29246,5.01951
Chain4,29254,5.85636
Chain2,29256,8.08747
Chain1,29263,13.4761
Chain1,29338,14.4445
Chain4,29369,7.41475
Chain2,29371,10.4966
Chain3,29378,5.11686
Chain1,29418,13.4517
Chain2,29462,10.9856
Chain4,29486,8.94695
Chain1,29489,13.2692
Chain3,29543,4.99214
Chain2,29558,9.95533
Chain1,29582,12.2994
Chain4,29630,7.97134
Chain2,29633,11.4739
Chain1,29639,13.5782
Chain3,29697,6.64335
Chain4,29726,8.39545
Chain1,29729,12.5256
Chain2,29745,10.6008
Chain3,29791,7.26845
Chain1,29799,13.8751
Chain4,29849,8.27654
Chain2,29852,10.2078
Chain1,29876,12.6588
Chain2,29930,10.0829
Chain4,29941,9.64681
Chain3,29962,7.17235
Chain1,29970,12.4436
Chain2,29997,11.8975
Chain1,30032,12.855
Chain3,30060,8.27396
Chain4,30090,8.2407
Chain1,30093,13.8704
Chain2,30151,10.0233
Chain4,30178,9.11632
Chain1,30187,13.786
Chain2,30224,10.2065
Chain3,30231,6.81521
Chain1,30271,12.5379
Chain4,30299,8.39315
Chain2,30320,9.27362
Chain3,30334,8.0618
Chain1,30374,10.6657
Chain4,30390,9.99735
Chain2,30393,12.4066
Chain1,30419,12.968
Chain2,30485,11.4948
Chain3,30543,6.21563
Chain1,30563,10.2701
Chain4,30600,7.10768
Chain1,30636,11.4546
Chain2,30683,8.27235
Chain4,30731,6.94009
Chain1,30748,9.11577
Chain2,30771,7.93562
Chain1,30795,12.9252
Chain3,30854,4.815
Chain4,30862,6.35909
Chain2,30867,7.86314
Chain1,30873,12.6301
Chain4,30939,8.85197
Chain1,30942,15.4724
Chain2,31000,9.47958
Chain3,31027,4.32811
Chain1,31035,12.5277
Chain4,31055,9.24556
Chain2,31065,10.2092
Chain1,31100,13.2636
Chain3,31150,4.93903
Chain4,31158,10.1323
Chain2,31161,10.2087
Chain1,31185,12.3184
Chain2,31234,12.7946
Chain1,31241,14.579
Chain3,31297,6.7642
Chain4,31324,7.79347
Chain1,31327,13.2132
Chain2,31355,10.3228
Chain4,31391,8.94187
Chain1,31393,14.4086
Chain3,31454,7.02517
Chain2,31462,9.95243
Chain1,31487,12.1983
Chain4,31524,8.20598
Chain2,31537,9.90437
Chain1,31562,12.7612
Chain3,31599,6.67728
Chain2,31624,11.1518
Chain4,31637,9.58382
Chain1,31646,11.8604
Chain3,31681,7.82992
Chain2,31717,11.7619
Chain1,31724,12.6543
Chain4,31758,8.17895
Chain1,31787,13.2982
Chain2,31824,10.4455
Chain3,31831,7.96117
Chain4,31871,8.62707
Chain1,31874,13.1825
Chain2,31922,10.0807
Chain1,31966,12.3844
Chain4,31982,8.69038
Chain2,31985,11.2046
Chain3,31991,7.64836
Chain1,32016,13.1387
Chain2,32084,11.565
Chain3,32143,6.49402
Chain4,32163,7.407
Chain1,32180,9.81397
Chain1,32236,11.1302
Chain4,32285,7.2558
Chain2,32287,8.20752
Chain1,32350,8.96958
Chain4,32371,7.72034
Chain2,32373,7.72023
Chain3,32380,5.46224
Chain1,32429,12.024
Chain1,32467,12.9815
Chain2,32487,7.43818
Chain4,32532,8.1167
Chain1,32552,14.8717
Chain2,32599,9.61254
Chain4,32627,8.7692
Chain3,32629,4.70215
Chain1,32637,14.3996
Chain2,32675,9.95695
Chain1,32699,12.8872
Chain4,32750,7.91658
Chain3,32752,4.91934
Chain2,32760,10.9704
Chain1,32795,12.3191
Chain4,32843,9.65159
Chain2,32846,12.1852
Chain1,32852,13.9601
Chain3,32925,5.50625
Chain1,32939,12.5208
Chain4,32955,9.13597
Chain2,32958,10.5953
Chain1,32993,15.1512
Chain3,33052,7.10571
Chain2,33060,10.0245
Chain4,33087,8.90303
Chain1,33096,12.3134
Chain2,33127,10.673
Chain3,33151,7.53297
Chain1,33180,12.4485
Chain4,33230,7.74596
Chain2,33233,10.9049
Chain1,33240,12.181
Chain4,33295,8.83228
Chain1,33298,14.8855
Chain2,33346,10.4947
Chain3,33352,7.02211
Chain1,33397,13.7956
Chain4,33434,8.62876
Chain2,33437,9.66936
Chain3,33448,7.57364
Chain1,33474,12.8085
Chain2,33532,10.0266
Chain4,33541,9.64722
Chain1,33569,11.067
Chain2,33585,12.5368
Chain3,33591,6.80556
Chain1,33628,13.0343
Chain2,33679,12.4024
Chain4,33753,6.55094
Chain3,33756,7.43754
Chain1,33767,10.2424
Chain1,33840,11.0377
Chain2,33886,8.48875
Chain1,33931,9.89142
Chain4,33951,5.80344
Chain2,33989,7.42421
Chain1,33996,13.111
Chain3,34046,5.01583
Chain4,34054,5.85262
Chain2,34057,7.9445
Chain1,34063,13.4668
Chain1,34139,14.4363
Chain4,34169,7.21172
Chain2,34171,10.4938
Chain3,34178,5.11358
Chain1,34219,13.4482
Chain2,34258,11.153
Chain4,34287,8.94517
Chain3,34289,5.61991
Chain1,34297,12.8137
Chain2,34350,10.2397
Chain1,34383,12.2973
Chain4,34425,8.09399
Chain2,34427,11.7323
Chain1,34440,13.5744
Chain3,34466,7.13854
Chain4,34520,8.53948
Chain1,34523,13.3045
Chain2,34545,10.4431
Chain3,34591,7.2652
Chain1,34599,13.8679
Chain4,34649,8.27017
Chain2,34652,9.91395
Chain1,34677,12.6488
Chain2,34731,9.88234
Chain4,34742,9.46384
Chain3,34762,6.34398
Chain1,34770,12.1256
Chain2,34797,11.8906
Chain1,34836,12.6784
Chain3,34856,7.68764
Chain4,34891,8.09894
Chain1,34893,13.8642
Chain2,34941,10.3792
Chain4,34985,8.93342
Chain1,34988,13.7801
Chain2,35025,10.2031
Chain3,35031,6.81226
Chain1,35072,12.701
Chain4,35099,8.39029
Chain2,35122,9.23147
Chain3,35156,7.61465
Chain1,35174,10.6666
Chain2,35191,12.0246
Chain4,35197,9.7802
Chain1,35220,12.9457
Chain2,35286,11.5002
Chain1,35360,10.4273
Chain4,35384,7.51516
Chain3,35387,5.65278
Chain1,35436,11.487
Chain2,35483,8.31848
Chain4,35531,6.94858
Chain1,35555,8.95691
Chain2,35571,7.89096
Chain1,35595,12.7149
Chain4,35656,6.53823
Chain3,35659,4.78193
Chain2,35667,7.87219
Chain1,35673,12.6181
Chain4,35732,8.62322
Chain1,35742,16.0342
Chain2,35800,9.47681
Chain3,35827,4.47218
Chain1,35835,12.5275
Chain4,35855,9.24593
Chain2,35865,10.2096
Chain1,35900,13.2598
Chain3,35950,5.32877
Chain4,35958,9.93672
Chain2,35961,10.2056
Chain1,35985,12.3137
Chain2,36034,12.7864
Chain1,36041,14.5679
Chain3,36098,6.83671
Chain4,36120,7.7359
Chain1,36123,13.443
Chain2,36155,10.3346
Chain4,36191,8.93697
Chain1,36194,14.401
Chain3,36254,7.02131
Chain2,36262,9.94759
Chain1,36287,12.1924
Chain4,36324,8.20156
Chain2,36337,9.90003
Chain1,36372,12.0227
Chain3,36400,6.67467
Chain4,36431,9.66207
Chain2,36433,10.7778
Chain1,36447,11.8574
Chain3,36495,7.54307
Chain1,36518,12.9927
Chain4,36551,8.32692
Chain2,36554,10.2858
Chain1,36588,13.932
Chain2,36625,10.443
Chain3,36631,7.95867
Chain4,36672,8.62578
Chain1,36674,13.1788
Chain2,36722,10.3843
Chain1,36766,12.0757
Chain2,36782,13.1263
Chain4,36789,8.36842
Chain3,36792,7.64897
Chain1,36828,12.5011
Chain2,36882,11.6589
Chain3,36943,6.70834
Chain4,36976,7.05973
Chain1,36979,9.84991
Chain1,37036,11.1416
Chain4,37083,7.28652
Chain2,37086,8.24655
Chain1,37150,9.29292
Chain4,37171,7.86091
Chain2,37191,7.33612
Chain3,37198,5.29236
Chain1,37221,12.3896
Chain2,37267,7.79653
Chain1,37273,12.6158
Chain4,37330,8.47557
Chain1,37349,15.0896
Chain2,37382,10.1488
Chain3,37427,4.72334
Chain4,37435,8.53411
Chain1,37438,13.8546
Chain2,37493,9.9527
Chain1,37499,13.2654
Chain4,37550,7.91488
Chain3,37552,4.91863
Chain2,37560,10.2132
Chain1,37595,12.1911
Chain4,37643,9.58972
Chain2,37646,11.3614
Chain1,37652,13.966
Chain3,37725,5.69508
Chain1,37739,12.5257
Chain4,37755,9.36605
Chain2,37758,11.3215
Chain1,37793,15.1544
Chain3,37849,7.11215
Chain2,37857,10.1252
Chain4,37893,8.73249
Chain1,37896,12.3125
Chain2,37933,10.4447
Chain3,37954,7.47653
Chain1,37980,12.4475
Chain4,38030,7.74515
Chain2,38033,10.9025
Chain1,38040,12.1767
Chain4,38095,8.82905
Chain1,38098,14.8786
Chain2,38146,10.383
Chain3,38152,7.01911
Chain1,38198,13.7855
Chain4,38235,8.79271
Chain2,38237,9.85848
Chain3,38248,7.51441
Chain1,38274,12.8028
Chain2,38330,10.0953
Chain4,38341,9.64521
Chain1,38369,11.066
Chain3,38385,6.95726
Chain2,38393,12.134
Chain1,38422,13.3899
Chain2,38479,12.39
Chain3,38542,7.68761
Chain4,38564,6.40057
Chain1,38566,10.2628
Chain1,38637,11.1964
Chain2,38685,8.44513
Chain1,38731,9.70755
Chain4,38751,5.80771
Chain2,38789,7.57938
Chain1,38795,13.0995
Chain3,38846,5.0195
Chain4,38854,5.85665
Chain2,38856,7.95868
Chain1,38863,13.2598
Chain1,38934,14.7527
Chain4,38968,7.41198
Chain2,38971,10.5013
Chain3,38978,5.06054
Chain1,39018,13.4582
Chain2,39062,10.9902
Chain4,39086,8.94919
Chain1,39089,13.2709
Chain3,39150,4.94153
Chain2,39158,9.95607
Chain1,39182,12.0878
Chain4,39198,8.69926
Chain2,39233,11.4719
Chain1,39239,13.5761
Chain3,39297,6.64332
Chain4,39326,8.39284
Chain1,39329,12.5211
Chain2,39345,10.5955
Chain3,39391,7.2662
Chain1,39399,13.87
Chain4,39449,8.2749
Chain2,39452,10.2062
Chain1,39476,12.659
Chain2,39530,10.0826
Chain4,39541,8.76
Chain3,39562,7.28186
Chain1,39570,12.4485
Chain2,39597,11.9028
Chain1,39633,12.7863
Chain3,39660,8.27588
Chain4,39690,8.24229
Chain1,39693,13.8703
Chain2,39740,10.3829
Chain4,39785,8.93635
Chain1,39787,13.7835
Chain2,39824,10.2047
Chain3,39831,6.81568
Chain1,39871,12.6042
Chain4,39898,8.39102
Chain2,39922,9.23132
Chain3,39956,7.6149
Chain1,39974,10.6625
Chain2,39990,12.0194
Chain4,39997,9.77688
Chain1,40019,12.9605
Chain2,40086,11.467
Chain3,40142,6.21436
Chain1,40163,10.2944
Chain4,40200,7.22034
Chain1,40235,11.4694
Chain2,40285,8.24989
Chain4,40331,6.93873
Chain1,40338,9.39044
Chain2,40389,7.52497
Chain1,40395,12.8871
Chain4,40456,6.53176
Chain3,40459,4.77796
Chain2,40467,7.87697
Chain1,40473,12.6156
Chain4,40532,9.03147
Chain1,40542,14.7501
Chain2,40599,9.55489
Chain3,40627,4.46925
Chain1,40635,12.5337
Chain4,40655,9.25095
Chain2,40664,10.8789
Chain1,40699,13.2638
Chain3,40750,4.93945
Chain4,40758,9.9413
Chain2,40760,10.2103
Chain1,40785,12.3185
Chain2,40834,12.7895
Chain1,40841,14.5728
Chain3,40897,6.8385
Chain4,40926,7.61908
Chain1,40929,13.088
Chain2,40952,10.448
Chain4,40991,8.94139
Chain1,40993,14.4099
Chain3,41054,7.02368
Chain2,41062,9.95004
Chain1,41087,12.1967
Chain4,41123,8.20344
Chain2,41137,9.90327
Chain1,41162,12.8749
Chain3,41199,6.67604
Chain2,41230,10.7672
Chain4,41237,9.6462
Chain1,41246,11.8543
Chain3,41281,7.82922
Chain2,41311,12.0439
Chain1,41318,12.9836
Chain4,41358,8.17651
Chain1,41387,13.298
Chain2,41424,10.4443
Chain3,41431,7.95968
Chain4,41471,8.62597
Chain1,41474,13.1833
Chain2,41522,10.2888
Chain1,41566,12.0817
Chain4,41582,8.69171
Chain2,41585,10.9578
Chain3,41591,7.64793
Chain1,41624,12.688
Chain2,41680,11.7188
Chain3,41743,6.49345
Chain4,41777,7.14594
Chain1,41780,9.79984
Chain1,41835,11.1349
Chain4,41883,7.2844
Chain2,41886,8.24373
Chain1,41950,9.18008
Chain4,41971,7.71894
Chain2,41991,7.37669
Chain3,41998,5.28825
Chain1,42021,12.4439
Chain2,42067,7.76229
Chain1,42073,12.6111
Chain4,42137,8.3528
Chain1,42151,14.9302
Chain2,42200,9.56121
Chain3,42227,4.72124
Chain4,42235,8.52881
Chain1,42238,13.8633
Chain2,42275,10.5908
Chain1,42299,13.2645
Chain4,42350,7.91655
Chain3,42352,4.9187
Chain2,42360,10.211
Chain1,42395,12.2945
Chain4,42443,9.78645
Chain2,42446,12.1845
Chain1,42452,13.9609
Chain3,42525,5.69399
Chain1,42539,12.5158
Chain4,42555,9.36014
Chain2,42558,10.5909
Chain1,42593,15.1487
Chain3,42649,7.10908
Chain2,42657,10.1216
Chain4,42693,8.72809
Chain1,42696,12.3096
Chain2,42733,10.4432
Chain3,42754,7.46946
Chain1,42780,12.4506
Chain4,42830,7.74524
Chain2,42833,10.9074
Chain1,42840,12.1818
Chain4,42895,8.83288
Chain1,42898,14.8863
Chain2,42946,10.3879
Chain3,42952,7.02126
Chain1,42998,13.7901
Chain4,43035,8.7962
Chain2,43037,9.86146
Chain3,43048,7.51641
Chain1,43074,12.8038
Chain2,43132,10.0251
Chain4,43141,9.64707
Chain1,43169,11.0667
Chain2,43185,12.5383
Chain3,43192,6.85782
Chain1,43216,13.762
Chain2,43275,12.6342
Chain3,43342,7.68772
Chain4,43364,6.39209
Chain1,43367,10.2412
Chain1,43440,11.0396
Chain2,43486,8.49187
Chain1,43531,9.51505
Chain4,43551,5.8054
Chain2,43589,7.42604
Chain1,43596,13.1246
Chain3,43646,5.01739
Chain4,43654,5.85318
Chain2,43657,7.85549
Chain1,43663,13.4691
Chain1,43734,14.7397
Chain4,43769,7.41608
Chain2,43771,10.4921
Chain3,43778,5.11409
Chain1,43819,13.4431
Chain2,43862,10.9789
Chain4,43887,8.94245
Chain1,43889,13.2625
Chain3,43950,4.93781
Chain2,43958,9.94947
Chain1,43983,12.081
Chain4,43999,8.69415
Chain2,44033,11.4688
Chain1,44040,13.5722
Chain3,44098,6.63987
Chain4,44126,8.3902
Chain1,44129,12.5176
Chain2,44145,10.5945
Chain3,44191,7.26368
Chain1,44199,13.8668
Chain4,44249,8.2716
Chain2,44252,10.2018
Chain1,44277,12.6515
Chain2,44329,10.1489
Chain4,44342,8.75565
Chain3,44344,7.61035
Chain1,44370,12.4422
Chain2,44397,11.898
Chain1,44436,12.6693
Chain3,44478,7.88077
Chain4,44491,8.23913
Chain2,44493,12.4466
Chain1,44500,13.4543
Chain4,44579,9.11549
Chain1,44588,13.7808
Chain2,44625,10.1323
Chain3,44631,6.81427
Chain1,44672,12.7157
Chain4,44699,8.39069
Chain2,44722,9.22905
Chain3,44756,7.28108
Chain1,44775,10.9215
Chain2,44791,10.0825
Chain4,44797,9.77643
Chain1,44823,12.7763
Chain2,44875,11.9986
Chain1,44959,10.4447
Chain4,44980,7.46781
Chain3,44983,5.94629
Chain1,45036,11.4701
Chain2,45083,8.31753
Chain4,45131,6.94729
Chain1,45155,9.03676
Chain2,45189,7.53428
Chain1,45196,12.6851
Chain4,45256,6.53861
Chain3,45259,4.78135
Chain2,45267,7.65288
Chain1,45273,12.6388
Chain4,45330,8.57066
Chain1,45342,16.0301
Chain2,45382,10.0487
Chain3,45427,4.47202
Chain1,45435,12.5248
Chain4,45455,9.24608
Chain2,45493,9.85987
Chain1,45500,13.2523
Chain3,45550,5.28813
Chain4,45558,9.93341
Chain2,45561,10.202
Chain1,45586,12.3105
Chain2,45635,11.8287
Chain1,45642,14.499
Chain3,45698,6.83434
Chain4,45726,7.57301
Chain1,45729,13.0847
Chain2,45756,11.4304
Chain4,45791,8.93638
Chain1,45794,14.4039
Chain3,45854,7.0198
Chain2,45862,9.9462
Chain1,45887,12.2368
Chain4,45924,8.20024
Chain2,45933,10.0664
Chain3,45973,7.10402
Chain1,45980,11.9335
Chain4,46023,10.1257
Chain2,46034,10.7944
Chain1,46040,12.1731
Chain3,46096,7.54337
Chain1,46118,12.9925
Chain4,46151,8.3255
Chain2,46154,10.2866
Chain1,46188,14.4668
Chain2,46225,10.2947
Chain3,46242,7.74996
Chain4,46272,8.62467
Chain1,46275,12.8033
Chain2,46322,10.3826
Chain1,46367,12.0697
Chain4,46383,8.33179
Chain2,46385,12.9689
Chain3,46392,7.15011
Chain1,46416,13.1716
Chain2,46482,11.6743
Chain3,46543,6.71071
Chain4,46576,7.06894
Chain1,46579,9.8695
Chain1,46636,11.145
Chain4,46683,7.29466
Chain2,46686,8.25747
Chain1,46750,8.95881
Chain4,46771,7.7323
Chain2,46791,7.38927
Chain3,46798,5.39061
Chain1,46829,11.9699
Chain2,46867,7.79329
Chain1,46873,12.6293
Chain4,46932,8.41602
Chain1,46951,14.9773
Chain2,47000,9.55871
Chain3,47027,4.72499
Chain4,47035,8.52645
Chain1,47038,14.3864
Chain2,47075,10.5826
Chain1,47100,13.2581
Chain4,47150,7.91262
Chain3,47153,4.91762
Chain2,47161,10.2083
Chain1,47196,12.2563
Chain4,47243,9.6485
Chain2,47246,12.1826
Chain1,47253,13.9589
Chain3,47329,5.6498
Chain1,47339,12.522
Chain4,47355,9.36339
Chain2,47358,10.5963
Chain1,47394,15.1545
Chain3,47452,7.06159
Chain2,47460,10.0253
Chain4,47487,8.9041
Chain1,47496,12.3167
Chain2,47527,10.6758
Chain3,47552,7.51623
Chain1,47580,12.4507
Chain4,47630,7.748
Chain2,47633,10.9067
Chain1,47640,12.1816
Chain4,47695,8.83054
Chain1,47698,14.8792
Chain2,47746,10.4895
Chain3,47752,7.08597
Chain1,47798,13.7791
Chain4,47835,8.62307
Chain2,47837,9.66149
Chain3,47848,7.56879
Chain1,47874,12.7946
Chain2,47933,10.0184
Chain4,47942,9.63978
Chain1,47969,11.0605
Chain2,47985,12.5315
Chain3,47992,6.8162
Chain1,48028,13.057
Chain2,48086,12.0751
Chain3,48143,7.69126
Chain4,48164,6.39559
Chain1,48167,10.2539
Chain1,48240,11.0548
Chain2,48286,8.49893
Chain1,48329,9.96293
Chain4,48351,5.80817
Chain2,48361,7.99219
Chain1,48396,13.1154
Chain3,48446,5.01897
Chain4,48454,5.85625
Chain2,48457,8.09221
Chain1,48463,13.4619
Chain1,48539,14.2508
Chain4,48569,7.41184
Chain2,48572,10.4869
Chain3,48596,4.96407
Chain1,48619,13.4409
Chain2,48658,10.085
Chain4,48687,8.93833
Chain3,48690,5.48423
Chain1,48698,12.8052
Chain2,48758,9.94814
Chain1,48783,12.3142
Chain4,48799,8.69161
Chain2,48833,11.4655
Chain1,48840,13.5669
Chain3,48898,6.63799
Chain4,48927,8.38887
Chain1,48929,12.9461
Chain2,48945,10.4382
Chain3,48991,7.5932
Chain1,48999,13.8645
Chain4,49050,8.27165
Chain2,49052,10.2004
Chain1,49077,12.6549
Chain2,49129,10.1541
Chain4,49135,8.9217
Chain3,49144,6.59776
Chain1,49170,12.4459
Chain2,49198,11.8999
Chain1,49234,12.7823
Chain3,49255,8.40695
Chain4,49291,8.2419
Chain1,49293,13.8734
Chain2,49341,10.3827
Chain4,49385,8.93693
Chain1,49388,13.7857
Chain2,49425,10.1298
Chain3,49432,6.81429
Chain1,49472,12.6043
Chain4,49499,8.24406
Chain2,49523,9.22982
Chain1,49556,11.3974
Chain3,49583,6.83845
Chain2,49591,12.0143
Chain4,49598,9.77202
Chain1,49626,12.6171
Chain2,49676,11.9363
Chain3,49743,6.15011
Chain1,49764,10.2833
Chain4,49800,7.23259
Chain1,49841,10.5443
Chain2,49883,8.32073
Chain4,49931,6.95162
Chain1,49946,9.36343
Chain2,49971,7.89638
Chain1,49996,12.9398
Chain3,50056,4.80234
Chain4,50064,6.42892
Chain2,50067,7.67948
Chain1,50073,12.9006
Chain4,50132,9.02569
Chain1,50142,15.3299
Chain2,50200,9.47587
Chain3,50227,4.65702
Chain1,50235,12.5219
Chain4,50255,9.24081
Chain2,50265,10.2044
Chain1,50300,13.2595
Chain3,50350,4.93719
Chain4,50358,10.2067
Chain2,50361,10.2063
Chain1,50385,12.3108
Chain2,50435,12.7316
Chain1,50442,14.5002
Chain3,50498,6.7944
Chain4,50520,7.73327
Chain1,50523,13.4365
Chain2,50556,10.3166
Chain4,50591,8.93653
Chain1,50594,14.3997
Chain3,50654,7.01974
Chain2,50662,9.9437
Chain1,50687,12.2375
Chain4,50724,8.19835
Chain2,50738,9.92923
Chain1,50773,12.024
Chain3,50800,6.67262
Chain4,50823,9.92284
Chain2,50834,10.794
Chain1,50847,11.8521
Chain3,50896,7.543
Chain1,50918,12.9916
Chain4,50951,8.32535
Chain2,50954,10.2853
Chain1,50988,13.9279
Chain2,51025,10.4406
Chain3,51032,7.95694
Chain4,51072,8.62302
Chain1,51075,13.1761
Chain2,51123,10.3799
Chain1,51167,12.0666
Chain2,51183,13.1175
Chain4,51190,8.17824
Chain3,51192,7.64517
Chain1,51228,12.5148
Chain2,51281,11.7159
Chain3,51343,6.71081
Chain4,51364,7.26736
Chain1,51367,10.2619
Chain1,51435,11.1647
Chain4,51486,7.25329
Chain2,51488,8.20456
Chain1,51541,9.57077
Chain4,51571,7.86323
Chain2,51574,7.67576
Chain1,51598,12.9637
Chain3,51658,4.78576
Chain2,51667,7.77088
Chain1,51674,12.5944
Chain4,51750,7.78534
Chain1,51752,14.2036
Chain2,51800,9.62386
Chain4,51827,8.77843
Chain3,51830,4.70344
Chain1,51838,12.5201
Chain2,51875,9.94935
Chain1,51900,13.254
Chain4,51950,7.91152
Chain3,51953,4.91504
Chain2,51961,10.2056
Chain1,51996,12.3146
Chain4,52044,10.2047
Chain2,52046,12.1784
Chain1,52053,13.9538
Chain3,52126,6.42193
Chain1,52140,12.5153
Chain4,52156,9.13121
Chain2,52159,10.5904
Chain1,52194,15.1472
Chain3,52252,7.10343
Chain2,52260,10.0208
Chain4,52287,8.89914
Chain1,52297,12.3107
Chain2,52334,10.4426
Chain3,52355,7.46747
Chain1,52381,12.4453
Chain4,52431,7.74333
Chain2,52434,10.9012
Chain1,52440,12.1736
Chain4,52496,8.82811
Chain1,52498,14.8765
Chain2,52546,10.4883
Chain3,52553,7.01839
Chain1,52598,13.7848
Chain4,52635,8.6238
Chain2,52638,9.85767
Chain3,52649,7.56867
Chain1,52675,12.8014
Chain2,52734,9.97529
Chain4,52742,9.64351
Chain1,52769,11.0639
Chain2,52786,12.5343
Chain3,52792,6.85468
Chain1,52816,13.8076
Chain2,52875,12.6404
Chain3,52943,7.70142
Chain4,52964,6.40351
Chain1,52967,10.2714
Chain1,53041,11.069
Chain2,53086,8.54444
Chain1,53131,9.51587
Chain4,53151,5.8137
Chain2,53189,7.44073
Chain1,53196,13.1166
Chain3,53246,5.02392
Chain4,53254,5.86292
Chain2,53256,7.86877
Chain1,53263,13.4759
Chain1,53334,14.7466
Chain4,53369,7.41464
Chain2,53371,10.4941
Chain3,53378,5.12162
Chain1,53419,13.4492
Chain2,53462,10.9833
Chain4,53487,8.9443
Chain1,53489,13.2633
Chain3,53550,4.93878
Chain2,53558,9.95126
Chain1,53583,12.0818
Chain4,53599,8.69615
Chain2,53633,11.4722
Chain1,53640,13.5752
Chain3,53698,6.6407
Chain4,53726,8.39166
Chain1,53729,12.5198
Chain2,53745,10.5954
Chain3,53791,7.26532
Chain1,53799,13.8686
Chain4,53849,8.27177
Chain2,53852,10.2007
Chain1,53877,12.6502
Chain2,53931,10.0767
Chain4,53941,8.75561
Chain3,53962,7.27853
Chain1,53970,12.4392
Chain2,53997,11.8923
Chain1,54034,12.7715
Chain3,54057,8.35544
Chain4,54090,8.23805
Chain1,54093,13.8667
Chain2,54141,10.3803
Chain4,54185,8.93301
Chain1,54188,13.7792
Chain2,54225,10.2009
Chain3,54231,6.81206
Chain1,54272,12.6071
Chain4,54299,8.38835
Chain2,54322,9.23924
Chain1,54356,11.3997
Chain3,54383,7.1325
Chain2,54391,12.016
Chain4,54397,9.7739
Chain1,54419,12.9952
Chain2,54473,12.0913
Chain3,54543,6.16771
Chain1,54576,9.87426
Chain4,54592,7.368
Chain1,54636,10.7199
Chain2,54686,8.25284
Chain4,54731,6.94423
Chain1,54734,9.52167
Chain2,54789,7.53362
Chain1,54796,13.6376
Chain4,54856,6.53814
Chain3,54859,4.78095
Chain2,54867,7.61468
Chain1,54873,12.6389
Chain4,54932,8.82061
Chain1,54942,14.4186
Chain2,55000,9.5493
Chain3,55027,4.65536
Chain1,55035,12.5258
Chain4,55055,9.2496
Chain2,55065,10.874
Chain1,55100,13.2573
Chain3,55150,4.94134
Chain4,55158,9.93532
Chain2,55161,10.2041
Chain1,55185,12.3137
Chain2,55235,12.7398
Chain1,55242,14.5044
Chain3,55298,6.83506
Chain4,55324,7.65509
Chain1,55327,13.2022
Chain2,55354,10.3752
Chain4,55391,8.93673
Chain1,55394,14.3997
Chain3,55454,7.02114
Chain2,55462,9.94649
Chain1,55487,12.2364
Chain4,55524,8.20049
Chain2,55533,10.0649
Chain3,55572,7.10428
Chain1,55580,11.8376
Chain4,55631,9.7913
Chain2,55633,10.7367
Chain1,55640,12.1775
Chain3,55695,7.54442
Chain1,55718,12.9957
Chain4,55751,8.3276
Chain2,55754,10.2882
Chain1,55788,14.4683
Chain2,55825,10.2957
Chain3,55841,7.77062
Chain4,55872,8.62539
Chain1,55874,12.8026
Chain2,55922,10.3795
Chain1,55966,12.0712
Chain4,55983,8.52274
Chain2,55985,12.9662
Chain3,55992,7.14929
Chain1,56023,12.7711
Chain2,56083,11.5993
Chain3,56143,6.70958
Chain4,56176,7.06531
Chain1,56179,9.86284
Chain1,56235,11.1714
Chain2,56286,8.26233
Chain4,56308,6.87672
Chain1,56344,9.34117
Chain4,56371,7.72991
Chain2,56392,7.38692
Chain1,56398,13.6634
Chain3,56456,4.87258
Chain2,56467,7.82409
Chain1,56473,12.584
Chain4,56549,8.03447
Chain1,56552,14.4095
Chain2,56600,9.54792
Chain4,56627,9.40363
Chain3,56630,4.70468
Chain1,56638,12.5239
Chain2,56675,10.5834
Chain1,56700,13.2562
Chain4,56750,7.91177
Chain3,56753,4.9167
Chain2,56761,10.2071
Chain1,56796,12.3129
Chain4,56843,10.204
Chain2,56846,12.1786
Chain1,56853,13.9542
Chain3,56925,6.3957
Chain1,56939,12.5183
Chain4,56956,9.13313
Chain2,56958,10.592
Chain1,56994,15.1489
Chain3,57052,7.10282
Chain2,57060,10.0204
Chain4,57087,8.89909
Chain1,57096,12.3094
Chain2,57133,10.4441
Chain3,57144,7.6704
Chain1,57180,12.4458
Chain4,57231,7.74454
Chain2,57233,10.9016
Chain1,57240,12.1762
Chain4,57295,8.82754
Chain1,57298,14.8798
Chain2,57346,10.4887
Chain3,57353,7.01778
Chain1,57398,13.7813
Chain4,57435,8.62319
Chain2,57438,9.85572
Chain3,57448,7.56885
Chain1,57475,12.7962
Chain2,57533,10.0148
Chain4,57542,9.63684
Chain1,57569,11.0572
Chain2,57586,12.5292
Chain3,57592,6.69107
Chain1,57628,13.0714
Chain2,57686,12.0835
Chain3,57743,7.69538
Chain4,57776,6.24328
Chain1,57779,9.86691
Chain1,57837,11.2197
Chain2,57886,8.50923
Chain1,57931,9.89435
Chain4,57951,5.81206
Chain2,57989,7.43826
Chain1,57996,13.8278
Chain3,58046,5.02158
Chain4,58054,5.86143
Chain2,58057,8.09571
Chain1,58063,13.2505
Chain1,58134,14.7347
Chain4,58169,7.63611
Chain2,58171,10.4919
Chain3,58178,5.12026
